"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FGP","TH","THA","THP","TW","TWA","TWP","eFGP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","FOU","PTS","FA","PER","TSP","TPAr","FTr","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USGP","OWS","DWS","WS","WSPFE","OBPM","DBPM","BPM","VORP","PG","SG","SF","PF","C"
"67","Shannon Brown","SG","29","MIA","5","2","17.8","1.4","3.8",".368","0.6","1.4",".429","0.8","2.4",".333",".447","0.6","0.8",".750","0.0","0.2","0.2","0.6","0.8","0.0","0.8","1.6","4.0","0","4.4",".482",".368",".211","0.0","1.3","0.7","5.2","2.4","0.0","16.2","13.1","-0.1","0.0","0.0","-0.016","-4.2","-1.9","-6.1","-0.1","0","1","0","0","0"
"68","Kobe Bryant","SG","36","LAL","35","35","34.5","7.6","20.4",".373","1.5","5.3",".293","6.1","15.1",".401",".411","5.6","6.9",".813","0.7","4.9","5.7","5.6","1.3","0.2","3.7","1.9","22.3","0","17.6",".477",".258",".338","2.3","16.5","9.1","29.9","2.0","0.5","13.5","34.9","-0.4","0.6","0.2",".006","1.6","-1.3","0.3","0.7","0","1","1","0","0"
"69","Chase Budinger","SF","26","MIN","67","4","19.2","2.5","5.8",".433","0.8","2.1",".364","1.7","3.7",".474",".500","1.0","1.2",".827","0.5","2.5","3.0","1.0","0.7","0.1","0.7","1.1","6.8","0","12.2",".537",".367",".208","2.8","15.1","8.8","8.0","1.7","0.6","10.3","16.3","1.1","0.2","1.3",".049","-0.9","-1.9","-2.8","-0.3","0","1","1","0","0"
"70","Reggie Bullock","SF","23","TOT","36","2","9.4","0.7","1.9",".343","0.4","1.3",".326","0.3","0.7",".375",".450","0.2","0.3",".667","0.0","1.4","1.4","0.2","0.3","0.1","0.2","0.5","1.9","1","6.2",".466",".657",".129","0.3","16.0","8.3","3.2","1.5","0.9","9.8","10.9","-0.2","0.3","0.1",".019","-3.6","-0.4","-4.0","-0.2","0","1","1","0","0"
"71","Trey Burke","PG","22","UTA","76","43","30.1","4.9","13.2",".368","1.6","5.1",".318","3.2","8.1",".400",".430","1.4","1.9",".752","0.4","2.3","2.7","4.3","0.9","0.2","1.6","1.6","12.8","1","12.6",".455",".388",".144","1.6","8.7","5.2","25.0","1.5","0.5","10.4","23.9","0.8","1.6","2.4",".050","0.0","-1.9","-1.9","0.1","1","0","0","0","0"
"72","Alec Burks","SG","23","UTA","27","27","33.3","4.5","11.1",".403","1.0","2.5",".382","3.5","8.6",".409",".447","3.9","4.8",".822","0.7","3.5","4.2","3.0","0.6","0.2","1.9","2.4","13.9","0","13.0",".524",".227",".430","2.5","12.1","7.3","15.2","1.0","0.4","12.7","20.8","1.1","0.6","1.7",".089","-0.4","-1.1","-1.6","0.1","1","1","0","0","0"
"73","Caron Butler","SF","34","DET","78","21","20.8","2.1","5.1",".407","1.1","2.8",".379","1.0","2.3",".441",".511","0.7","0.8",".902","0.3","2.2","2.5","1.0","0.6","0.1","0.6","1.5","5.9","0","9.3",".544",".553",".154","1.4","12.2","6.6","7.3","1.4","0.2","10.4","12.9","1.3","1.0","2.4",".070","-1.0","-0.5","-1.5","0.2","0","0","1","0","0"
"74","Jimmy Butler","SG","25","CHI","65","65","38.7","6.5","14.0",".462","1.1","3.0",".378","5.4","11.1",".484",".502","5.9","7.1",".834","1.8","4.1","5.8","3.3","1.8","0.6","1.4","1.7","20.0","0","21.3",".583",".212",".508","5.1","11.2","8.2","14.4","2.3","1.0","7.7","21.6","8.2","3.0","11.2",".214","4.1","0.6","4.7","4.2","0","1","1","0","0"
"75","Rasual Butler","SF","35","WAS","75","1","20.1","2.9","6.9",".422","1.2","3.1",".387","1.7","3.8",".450",".510","0.7","0.9",".791","0.4","2.3","2.6","0.8","0.4","0.3","0.6","1.3","7.7","0","11.4",".531",".455",".130","2.1","12.4","7.4","6.5","1.0","1.2","8.1","17.9","1.0","1.6","2.6",".084","-0.8","-0.8","-1.7","0.1","0","1","1","0","0"
"76","Dwight Buycks","PG","25","LAL","6","0","20.5","3.0","6.7",".450","1.2","1.8",".636","1.8","4.8",".379",".538","1.5","1.7",".900","0.3","1.7","2.0","2.3","0.5","0.0","2.0","0.5","8.7","0","13.1",".586",".275",".250","1.7","9.3","5.4","18.4","1.2","0.0","21.3","20.4","0.1","0.0","0.1",".027","-1.6","-3.3","-4.9","-0.1","1","0","0","0","0"
"77","Will Bynum","SG","32","WAS","7","0","9.6","1.4","4.4",".323","0.0","1.3",".000","1.4","3.1",".455",".323","0.3","0.6",".500","0.3","0.6","0.9","2.6","0.1","0.1","1.1","1.3","3.1","0","4.8",".336",".290",".129","3.4","6.6","5.0","42.2","0.8","1.2","19.6","27.6","-0.2","0.1","-0.2","-0.132","-5.8","-3.3","-9.1","-0.1","1","0","0","0","0"
"78","Bruno Caboclo","SF","19","TOR","8","0","2.9","0.5","1.5",".333","0.3","0.4",".667","0.3","1.1",".222",".417","0.0","0.0",".000","0.1","0.1","0.3","0.0","0.0","0.1","0.5","0.4","1.3","1","-1.8",".417",".250",".000","5.0","5.0","5.0","0.0","0.0","3.5","25.0","31.5","-0.1","0.0","-0.1","-0.275","-12.6","-6.3","-18.9","-0.1","0","0","1","0","0"
"79","Nick Calathes","SG","25","MEM","58","0","14.4","1.8","4.3",".421","0.2","0.7",".256","1.6","3.5",".456",".443","0.4","0.8",".533","0.3","1.5","1.8","2.5","1.1","0.1","1.1","1.7","4.2","0","12.3",".455",".174",".182","2.6","11.8","7.2","26.6","3.9","0.5","18.6","17.9","-0.4","1.5","1.1",".065","-2.1","1.8","-0.3","0.4","1","1","0","0","0"
"80","Jose Calderon","PG","33","NYK","42","42","30.2","3.5","8.4",".415","1.4","3.4",".415","2.1","5.0",".415",".499","0.7","0.8",".906","0.5","2.5","3.0","4.7","0.7","0.0","1.8","1.8","9.1","1","11.3",".519",".401",".090","1.7","9.8","5.6","25.6","1.3","0.0","16.9","16.1","0.8","0.1","0.9",".033","-0.5","-2.6","-3.2","-0.4","1","0","0","0","0"
"81","Kentavious Caldwell-Pope","SG","21","DET","82","82","31.5","4.8","11.9",".401","1.9","5.4",".345","2.9","6.4",".449",".480","1.3","1.9",".696","0.6","2.5","3.1","1.3","1.1","0.2","1.1","2.0","12.7","1","11.2",".501",".457",".163","1.9","9.1","5.4","6.8","1.9","0.5","8.3","19.5","1.1","1.8","2.8",".052","-0.2","-0.9","-1.0","0.6","0","1","0","0","0"
"82","Isaiah Canaan","PG","23","TOT","47","21","20.0","3.1","8.0",".386","1.9","5.2",".370","1.2","2.8",".417",".507","1.0","1.3",".817","0.4","1.5","1.9","2.1","0.6","0.1","1.3","1.8","9.2","0","12.4",".534",".651",".159","2.1","8.3","5.1","18.7","1.5","0.3","13.3","21.6","0.8","0.7","1.4",".072","0.7","-2.9","-2.2","-0.1","1","0","0","0","0"
"83","Clint Capela","C","20","HOU","12","0","7.5","1.2","2.4",".483","0.0","0.0",".000","1.2","2.4",".483",".483","0.3","1.9",".174","0.8","2.2","3.0","0.2","0.1","0.8","0.4","1.2","2.7","1","12.1",".409",".000",".793","12.3","31.8","22.1","3.6","0.6","7.8","11.3","21.3","-0.2","0.2","0.0",".019","-8.8","1.0","-7.8","-0.1","0","0","0","1","1"
"84","DeMarre Carroll","SF","28","ATL","70","69","31.3","4.5","9.3",".487","1.7","4.3",".395","2.8","5.0",".567",".579","1.8","2.6",".702","1.4","3.9","5.3","1.7","1.3","0.2","1.1","2.2","12.6","0","15.9",".603",".466",".277","5.3","13.8","9.7","8.3","2.2","0.7","9.3","16.9","4.3","2.8","7.0",".154","2.4","0.5","2.9","2.7","0","0","1","1","0"
"85","Vince Carter","SG","38","MEM","66","1","16.5","2.0","6.2",".333","1.0","3.5",".297","1.0","2.6",".379",".417","0.7","0.9",".789","0.4","1.6","2.0","1.2","0.7","0.2","0.7","1.5","5.8","1","9.6",".445",".571",".140","2.8","11.1","7.0","11.1","2.1","1.1","9.1","19.9","-0.5","1.4","1.0",".043","-1.1","-0.3","-1.4","0.2","0","1","1","0","0"
"86","Michael Carter-Williams","PG","23","TOT","66","63","32.6","5.5","13.9",".396","0.5","2.3",".235","5.0","11.6",".428",".416","3.1","4.4",".694","1.0","4.4","5.3","6.7","1.7","0.5","3.8","2.5","14.6","1","14.1",".461",".166",".317","3.2","15.3","9.0","37.3","2.6","1.1","19.5","26.7","-2.1","2.9","0.8",".017","-1.6","0.9","-0.7","0.7","1","0","0","0","0"
"87","Omri Casspi","SF","26","SAC","67","19","21.1","3.1","6.4",".489","0.5","1.3",".402","2.6","5.1",".512",".530","2.1","2.9",".733","0.8","3.1","3.9","1.5","0.5","0.1","1.3","1.6","8.9","1","14.4",".580",".204",".447","4.5","15.9","10.4","11.8","1.1","0.5","14.7","18.7","2.0","0.6","2.7",".091","0.0","-1.3","-1.3","0.3","0","0","1","1","0"
"88","Mario Chalmers","PG","28","MIA","80","37","29.6","3.3","8.3",".403","0.9","3.1",".294","2.4","5.2",".467",".458","2.6","3.3",".774","0.3","2.3","2.6","3.8","1.5","0.1","2.2","3.1","10.2","0","11.7",".521",".374",".401","1.2","9.0","5.2","21.0","2.7","0.4","18.2","18.9","0.8","2.0","2.8",".056","-0.6","-0.4","-1.0","0.6","1","1","0","0","0"
"89","Tyson Chandler","C","32","DAL","75","75","30.5","3.9","5.9",".666","0.0","0.0",".000","3.9","5.9",".666",".666","2.5","3.4",".720","3.9","7.6","11.5","1.1","0.6","1.2","1.4","2.3","10.3","0","20.1",".697",".000",".584","14.1","27.4","20.7","5.3","0.9","3.2","16.0","12.8","7.2","3.1","10.3",".216","1.9","2.3","4.2","3.6","0","0","0","0","1"
"90","Wilson Chandler","SF","27","DEN","78","75","31.7","5.4","12.5",".429","1.8","5.2",".342","3.6","7.3",".490",".500","1.4","1.8",".775","1.2","4.9","6.1","1.7","0.7","0.4","1.4","3.0","13.9","0","13.2",".523",".416",".146","4.1","17.2","10.4","8.9","1.2","0.9","9.6","20.1","2.1","1.5","3.6",".071","0.5","-0.4","0.2","1.3","0","1","1","0","0"
"91","Will Cherry","PG","23","CLE","8","0","8.6","0.6","2.4",".263","0.3","1.1",".222","0.4","1.3",".300",".316","0.4","0.8",".500","0.1","0.5","0.6","1.0","0.8","0.1","0.5","1.3","1.9","0","5.8",".347",".474",".316","1.7","6.6","4.2","16.4","4.5","1.1","15.6","16.8","-0.1","0.1","0.0","-0.021","-4.4","0.7","-3.7","0.0","1","0","0","0","0"
"92","Patrick Christopher","SG","26","UTA","4","1","7.3","0.8","3.0",".250","0.0","1.0",".000","0.8","2.0",".375",".250","0.0","0.0",".000","0.5","1.0","1.5","0.0","0.3","0.0","0.3","1.5","1.5","0","-2.6",".250",".333",".000","8.0","15.9","12.0","0.0","1.8","0.0","7.7","20.6","-0.1","0.0","-0.1","-0.150","-10.6","-5.7","-16.3","-0.1","0","1","0","0","0"
"93","Earl Clark","PF","27","BRK","10","0","9.3","1.1","3.0",".367","0.4","1.4",".286","0.7","1.6",".438",".433","0.1","0.4",".250","0.1","2.2","2.3","0.3","0.3","0.4","0.6","1.2","2.7","0","6.7",".425",".467",".133","1.2","26.5","13.9","5.0","1.7","3.5","15.9","18.5","-0.2","0.1","-0.1","-0.037","-6.6","0.5","-6.1","-0.1","0","0","1","1","0"
"94","Ian Clark","SG","23","TOT","30","0","6.4","0.6","1.8",".345","0.3","1.0",".333","0.3","0.8",".360",".436","0.3","0.3","1.000","0.1","0.4","0.5","0.4","0.3","0.1","0.3","0.7","1.9","1","8.8",".483",".545",".164","2.4","7.1","4.8","9.7","2.4","1.2","13.2","16.0","0.0","0.2","0.2",".050","-2.0","-0.8","-2.8","0.0","1","1","0","0","0"
"95","Jordan Clarkson","PG","22","LAL","59","38","25.0","4.5","10.1",".448","0.6","2.1",".314","3.9","8.1",".482",".480","2.2","2.7",".829","0.9","2.3","3.2","3.5","0.9","0.2","1.6","1.8","11.9","0","16.9",".528",".203",".265","4.0","10.5","7.1","23.8","1.8","0.7","12.6","23.0","2.0","0.4","2.4",".078","1.4","-1.7","-0.3","0.6","1","1","0","0","0"
"96","Victor Claver","SF","26","POR","10","0","7.6","0.9","2.0",".450","0.6","1.1",".545","0.3","0.9",".333",".600","0.0","0.0",".000","0.3","1.7","2.0","0.1","0.1","0.1","0.4","1.2","2.4","0","9.2",".600",".550",".000","4.3","23.5","14.1","1.9","0.7","0.9","16.7","14.1","0.0","0.1","0.1",".086","-2.9","-1.3","-4.2","0.0","0","1","1","0","0"
"97","Norris Cole","PG","26","TOT","75","25","24.4","3.1","7.4",".412","0.7","2.3",".313","2.3","5.1",".458",".461","0.8","1.1",".716","0.2","1.9","2.1","3.4","0.8","0.2","1.3","1.7","7.6","0","10.9",".483",".315",".145","0.9","9.3","5.1","22.2","1.6","0.7","14.3","17.5","0.4","1.0","1.4",".036","-1.5","-1.5","-3.0","-0.5","1","1","0","0","0"
"98","Darren Collison","PG","27","SAC","45","45","34.8","5.8","12.2",".473","1.3","3.6",".373","4.4","8.6",".514",".527","3.2","4.1",".788","0.4","2.8","3.2","5.6","1.5","0.3","2.5","2.1","16.1","1","17.5",".575",".293",".335","1.4","8.7","5.2","27.2","2.2","0.7","15.1","20.9","3.0","0.8","3.8",".116","2.8","-1.3","1.5","1.4","1","0","0","0","0"
"99","Nick Collison","PF","34","OKC","66","2","16.7","1.6","3.8",".419","0.2","0.9",".267","1.4","2.9",".466",".451","0.7","1.0",".692","1.4","2.4","3.8","1.4","0.5","0.4","0.7","2.4","4.1","1","11.2",".485",".237",".257","8.9","15.3","12.2","11.6","1.6","1.8","13.8","12.8","1.0","1.2","2.2",".097","-1.1","1.2","0.1","0.6","0","0","0","1","1"
"100","Mike Conley","PG","27","MEM","70","70","31.8","5.6","12.6",".446","1.5","4.0",".386","4.1","8.6",".473",".506","3.1","3.6",".859","0.4","2.6","3.0","5.4","1.3","0.2","2.2","2.0","15.8","0","18.6",".558",".314",".282","1.5","9.2","5.4","28.0","2.1","0.5","13.6","23.7","4.2","2.7","6.8",".147","3.2","-0.5","2.7","2.6","1","0","0","0","0"
"101","Jack Cooley","PF","23","UTA","16","0","5.4","0.6","1.4",".409","0.0","0.0",".000","0.6","1.4",".409",".409","0.6","1.3",".429","0.6","0.9","1.6","0.1","0.4","0.2","0.2","1.4","1.7","0","11.4",".432",".000",".955","13.3","19.8","16.6","1.8","3.7","2.8","8.8","18.0","0.0","0.2","0.2",".092","-4.4","0.4","-4.0","0.0","0","0","0","1","1"
"102","Chris Copeland","SF","30","IND","50","12","16.6","2.2","6.2",".361","1.0","3.3",".311","1.2","2.9",".420",".445","0.7","0.9",".733","0.5","1.8","2.2","1.0","0.2","0.2","1.2","1.6","6.2","1","7.4",".468",".539",".145","3.1","11.7","7.4","9.9","0.7","1.0","15.2","21.3","-0.9","0.8","-0.1","-0.008","-2.8","-1.5","-4.3","-0.5","0","0","1","1","0"
"103","Bryce Cotton","PG","22","UTA","15","0","10.6","1.9","4.6",".420","0.5","1.3",".350","1.5","3.3",".449",".471","1.0","1.2",".833","0.2","1.0","1.2","1.0","0.3","0.0","0.8","0.4","5.3","0","14.5",".520",".290",".261","2.2","10.8","6.5","17.0","1.3","0.0","13.5","25.6","0.1","0.1","0.2",".067","-1.2","-3.2","-4.4","-0.1","1","0","0","0","0"
"104","DeMarcus Cousins","C","24","SAC","59","59","34.1","8.4","18.1",".467","0.0","0.1",".250","8.4","17.9",".469",".468","7.2","9.2",".782","3.1","9.5","12.7","3.6","1.5","1.7","4.3","4.1","24.1","0","25.2",".545",".008",".508","10.8","30.6","21.1","20.4","2.3","4.0","16.3","34.1","2.8","3.2","6.0",".144","1.4","3.3","4.7","3.4","0","0","0","1","1"
"105","Robert Covington","SF","24","PHI","70","49","27.9","4.3","10.8",".396","2.4","6.4",".374","1.9","4.4",".426",".506","2.5","3.1",".820","0.9","3.6","4.5","1.5","1.4","0.4","1.8","2.7","13.5","1","14.7",".554",".590",".287","3.4","14.6","8.8","9.8","2.5","1.3","13.1","21.8","1.6","2.3","4.0",".097","0.6","-0.5","0.2","1.1","0","0","1","1","0"
"106","Allen Crabbe","SG","22","POR","51","9","13.4","1.2","3.0",".412","0.6","1.7",".353","0.6","1.3",".485",".510","0.2","0.3",".750","0.1","1.3","1.4","0.8","0.4","0.3","0.3","1.5","3.3","0","8.7",".525",".556",".105","1.1","10.1","5.7","8.1","1.4","1.6","8.6","11.5","0.5","0.8","1.3",".088","-1.3","1.0","-0.3","0.3","1","1","0","0","0"
"107","Jamal Crawford","SG","34","LAC","64","4","26.6","5.2","13.1",".396","1.9","5.7",".327","3.3","7.4",".448",".467","3.5","3.9",".901","0.3","1.7","1.9","2.5","0.9","0.2","1.4","1.7","15.8","0","16.6",".532",".434",".300","1.2","6.9","4.1","14.9","1.8","0.7","8.8","27.6","2.5","1.2","3.6",".102","1.7","-2.7","-1.0","0.4","0","1","1","0","0"
"108","Jae Crowder","SF","24","TOT","82","17","20.1","2.8","6.6",".420","0.7","2.5",".293","2.0","4.1",".499",".476","1.3","1.7",".773","0.9","2.7","3.6","1.1","0.9","0.3","0.6","1.7","7.7","0","13.9",".517",".382",".259","4.7","14.9","9.7","8.6","2.2","1.2","7.5","17.5","1.9","2.0","3.9",".113","-0.1","0.6","0.6","1.1","0","0","1","1","0"
"109","Dante Cunningham","PF","27","NOP","66","27","25.0","2.3","5.1",".457","0.0","0.2",".100","2.3","5.0",".468",".459","0.4","0.7",".617","1.1","2.8","3.9","0.8","0.7","0.6","0.5","1.5","5.2","1","8.9",".473",".029",".139","4.8","12.8","8.8","4.4","1.5","1.7","8.9","10.9","0.5","1.2","1.6",".047","-2.6","1.0","-1.6","0.2","0","0","1","1","0"
"110","Jared Cunningham","SG","23","LAC","19","0","4.7","0.6","1.7",".364","0.2","0.7",".308","0.4","1.1",".400",".424","0.4","0.7",".538","0.1","0.4","0.5","0.5","0.2","0.0","0.4","0.6","1.8","0","7.3",".452",".394",".394","1.3","9.9","5.7","16.4","1.7","0.0","15.3","23.2","-0.1","0.1","0.0","-0.023","-4.0","-2.7","-6.7","-0.1","1","1","0","0","0"
"111","Seth Curry","PG","24","PHO","2","0","4.0","0.0","1.5",".000","0.0","0.5",".000","0.0","1.0",".000",".000","0.0","0.0",".000","0.0","1.0","1.0","0.5","0.0","0.0","0.0","1.0","0.0","0","-11.4",".000",".333",".000","0.0","27.7","13.7","15.6","0.0","0.0","0.0","16.5","-0.1","0.0","0.0","-0.298","-14.3","-1.6","-15.9","0.0","1","0","0","0","0"
"112","Stephen Curry","PG","26","GSW","80","80","32.7","8.2","16.8",".487","3.6","8.1",".443","4.6","8.7",".528",".594","3.9","4.2",".914","0.7","3.6","4.3","7.7","2.0","0.2","3.1","2.0","23.8","1","28.0",".638",".482",".251","2.4","11.4","7.0","38.6","3.0","0.5","14.3","28.9","11.5","4.1","15.7",".288","9.6","0.3","9.9","7.9","1","1","0","0","0"
"113","Samuel Dalembert","C","33","NYK","32","21","17.0","1.8","4.1",".438","0.0","0.0",".000","1.8","4.1",".438",".438","0.4","0.6",".700","1.7","3.6","5.3","0.9","0.4","1.3","1.2","2.2","4.0","0","11.8",".461",".000",".154","10.9","25.1","17.8","8.6","1.4","6.3","21.9","15.0","-0.4","0.7","0.3",".023","-5.2","3.0","-2.2","0.0","0","0","0","0","1"
"114","Troy Daniels","SG","23","TOT","47","0","8.4","1.3","3.5",".370","0.9","2.5",".364","0.4","1.0",".383",".500","0.2","0.3",".846","0.2","0.5","0.7","0.5","0.1","0.0","0.4","0.9","3.7","0","9.6",".515",".715",".079","2.2","7.2","4.7","9.2","0.8","0.2","10.5","21.3","0.1","0.1","0.2",".022","-0.3","-4.6","-4.9","-0.3","1","0","0","0","0"
"115","Luigi Datome","SF","27","TOT","21","1","10.0","2.0","4.2",".483","0.9","1.9",".450","1.2","2.3",".510",".584","0.0","0.0","1.000","0.1","1.2","1.4","0.4","0.1","0.3","0.4","0.7","5.0","0","15.1",".587",".449",".011","1.5","13.9","7.6","7.6","0.5","2.6","9.1","20.7","0.2","0.2","0.4",".095","-0.3","-1.8","-2.1","0.0","0","1","1","0","0"
"116","Brandon Davies","PF","23","TOT","27","6","15.7","2.0","5.1",".401","0.3","1.3",".235","1.7","3.8",".456",".431","0.9","1.4",".649","1.4","1.7","3.1","1.1","0.7","0.3","1.1","2.2","5.3","0","10.5",".463",".248",".270","9.4","12.1","10.7","12.4","2.1","1.3","15.9","18.9","-0.2","0.4","0.2",".028","-3.1","-0.1","-3.2","-0.1","0","0","0","1","0"
"117","Anthony Davis","PF","21","NOP","68","68","36.1","9.4","17.6",".535","0.0","0.2",".083","9.4","17.5",".540",".536","5.5","6.8",".805","2.5","7.7","10.2","2.2","1.5","2.9","1.4","2.1","24.4","0","30.8",".591",".010",".384","8.0","24.1","16.1","11.6","2.1","6.2","6.3","27.8","9.9","4.2","14.0",".274","4.2","3.0","7.1","5.7","0","0","0","1","1"
"118","Ed Davis","PF","25","LAL","79","24","23.3","3.6","5.9",".601","0.0","0.0",".000","3.6","5.9",".601",".601","1.2","2.4",".487","2.9","4.7","7.6","1.2","0.6","1.2","0.7","2.6","8.3","0","20.0",".594",".000",".403","13.3","23.1","18.0","8.3","1.4","4.3","9.5","14.8","4.6","1.6","6.3",".164","1.1","1.9","3.0","2.3","0","0","0","1","1"
"119","Glen Davis","PF","29","LAC","74","0","12.2","1.6","3.4",".459","0.0","0.1",".000","1.6","3.4",".466",".459","0.8","1.3",".632","0.6","1.7","2.3","0.5","0.6","0.3","0.5","1.8","4.0","0","10.8",".495",".016",".373","5.5","15.4","10.5","6.3","2.3","1.9","11.6","16.7","0.2","1.1","1.4",".072","-3.5","1.0","-2.5","-0.1","0","0","0","1","1"
"120","Andre Dawkins","SG","23","MIA","4","0","5.5","0.3","1.5",".167","0.3","1.5",".167","0.0","0.0",".000",".250","0.0","0.0",".000","0.0","0.5","0.5","0.3","0.0","0.0","0.3","0.8","0.8","0","-5.0",".250","1.000",".000","0.0","10.7","5.5","6.6","0.0","0.0","14.3","15.0","-0.1","0.0","-0.1","-0.172","-7.5","-3.9","-11.5","-0.1","0","1","0","0","0"
"121","Austin Daye","SF","26","TOT","34","4","10.1","1.5","4.1",".355","0.7","2.1",".338","0.8","2.1",".371",".440","0.1","0.2",".833","0.3","1.9","2.2","0.5","0.4","0.1","0.7","1.1","3.8","0","8.2",".449",".504",".043","3.4","21.0","12.4","7.5","1.8","1.1","13.8","22.1","-0.6","0.5","0.0","-0.001","-4.4","-1.0","-5.4","-0.3","0","0","1","1","0"
"122","Dewayne Dedmon","C","25","ORL","59","15","14.3","1.5","2.7",".562","0.0","0.0",".000","1.5","2.7",".565",".562","0.6","1.1",".531","2.0","3.0","5.0","0.2","0.3","0.8","0.9","2.4","3.7","1","13.3",".568",".006",".395","15.5","24.1","19.7","1.6","1.0","4.8","21.1","13.0","0.7","1.0","1.7",".099","-3.6","0.3","-3.3","-0.3","0","0","0","0","1"
"123","Matthew Dellavedova","SG","24","CLE","67","13","20.6","1.7","4.6",".362","1.0","2.5",".407","0.6","2.1",".307",".472","0.4","0.6",".763","0.6","1.3","1.9","3.0","0.4","0.0","0.9","2.3","4.8","0","8.5",".493",".544",".124","3.1","7.3","5.2","21.1","0.9","0.1","15.9","12.6","1.4","0.5","1.9",".067","-0.6","-2.0","-2.6","-0.2","1","1","0","0","0"
"124","Luol Deng","SF","29","MIA","72","72","33.6","5.1","10.9",".469","1.1","3.1",".355","4.0","7.9",".513",".518","2.7","3.5",".761","1.4","3.8","5.2","1.9","0.9","0.3","1.5","1.5","14.0","0","15.5",".561",".280",".319","5.2","13.3","9.3","9.9","1.4","0.8","10.7","19.5","3.7","1.6","5.4",".106","1.1","-0.6","0.5","1.5","0","0","1","1","0"
"125","DeMar DeRozan","SG","25","TOR","60","60","35.0","6.8","16.5",".413","0.4","1.5",".284","6.4","15.0",".426",".426","6.0","7.2",".832","0.7","3.9","4.6","3.5","1.2","0.2","2.3","2.0","20.1","0","17.4",".510",".089",".438","2.3","12.9","7.6","17.0","1.8","0.4","10.4","28.4","2.6","1.4","4.0",".090","-0.2","-1.4","-1.6","0.2","0","1","1","0","0"
"126","Boris Diaw","PF","32","SAS","81","15","24.5","3.6","7.8",".460","0.7","2.1",".320","2.9","5.7",".512",".503","0.9","1.1",".774","1.0","3.3","4.3","2.9","0.4","0.3","1.6","1.8","8.7","0","12.7",".526",".267",".147","4.5","15.2","10.0","17.9","0.9","0.9","15.8","18.3","1.3","2.3","3.6",".088","-0.6","0.7","0.1","1.1","0","0","0","1","1"
"127","Gorgui Dieng","C","25","MIN","73","49","30.0","3.5","7.0",".506","0.0","0.1",".167","3.5","6.9",".510",".507","2.6","3.3",".783","3.1","5.3","8.3","2.0","1.0","1.7","1.7","2.6","9.7","1","17.2",".573",".012",".477","11.3","20.8","15.9","10.5","1.6","4.5","16.9","15.0","3.4","1.5","4.9",".108","0.1","2.4","2.5","2.5","0","0","0","1","1"
"128","Spencer Dinwiddie","PG","21","DET","34","1","13.4","1.5","5.0",".302","0.4","1.9",".185","1.1","3.1",".375",".337","0.9","1.0",".912","0.1","1.3","1.4","3.1","0.6","0.2","1.0","1.6","4.3","0","10.2",".394",".385",".201","0.9","10.9","5.7","34.9","2.2","1.0","15.2","21.1","-0.3","0.4","0.1",".009","-2.6","-1.5","-4.2","-0.2","1","0","0","0","0"
"129","Joey Dorsey","PF","31","HOU","69","17","12.4","1.2","2.1",".552","0.0","0.0",".000","1.2","2.1",".556",".552","0.3","1.2",".289","1.5","2.6","4.0","0.4","0.6","0.4","0.6","2.3","2.7","0","11.1",".507",".007",".572","13.3","22.7","18.0","4.4","2.3","2.3","18.4","11.3","0.4","1.5","1.9",".108","-3.5","2.1","-1.4","0.1","0","0","0","1","1"
"130","Toney Douglas","SG","28","NOP","12","0","14.8","1.6","4.3",".373","0.4","1.5",".278","1.2","2.8",".424",".422","0.7","1.1",".615","0.2","1.7","1.8","2.0","0.9","0.3","0.8","1.7","4.3","0","11.2",".450",".353",".255","1.3","12.8","7.1","20.0","3.3","1.7","15.0","17.2","0.0","0.2","0.2",".046","-2.1","0.8","-1.3","0.0","1","1","0","0","0"
"131","Chris Douglas-Roberts","SG","28","LAC","12","0","8.6","0.4","1.8",".238","0.1","0.6",".143","0.3","1.2",".286",".262","0.7","0.7","1.000","0.1","0.9","1.0","0.3","0.1","0.0","0.0","1.2","1.6","0","3.3",".387",".333",".381","1.1","11.8","6.6","5.0","0.5","0.0","0.0","10.7","0.0","0.1","0.0",".020","-4.4","-1.6","-6.1","-0.1","0","1","1","0","0"
"132","Goran Dragic","SG-PG","28","TOT","78","78","33.8","6.4","12.8",".501","1.2","3.3",".347","5.3","9.5",".555",".546","2.3","3.0",".774","1.0","2.5","3.5","4.5","1.0","0.2","2.2","2.5","16.3","0","17.4",".577",".258",".234","3.5","8.2","5.9","22.8","1.5","0.5","13.5","21.8","5.4","1.4","6.8",".123","2.5","-1.4","1.1","2.1","1","1","0","0","0"
"133","Zoran Dragic","SG","25","TOT","16","1","4.7","0.7","1.9",".367","0.2","0.9",".214","0.5","1.0",".500",".417","0.2","0.3",".600","0.3","0.2","0.5","0.3","0.1","0.0","0.3","0.4","1.8","0","8.2",".435",".467",".167","7.8","4.6","6.2","11.2","1.4","0.0","13.4","22.9","-0.1","0.0","-0.1","-0.042","-2.5","-4.0","-6.5","-0.1","0","1","0","0","0"
