"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FGP","TH","THA","THP","TW","TWA","TWP","eFGP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","FOU","PTS","FA","PER","TSP","TPAr","FTr","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USGP","OWS","DWS","WS","WSPFE","OBPM","DBPM","BPM","VORP","PG","SG","SF","PF","C"
"461","Russell Westbrook","PG","25","OKC","46","46","30.7","7.5","17.2",".437","1.5","4.7",".318","6.0","12.5",".482",".480","5.3","6.4",".826","1.2","4.5","5.7","6.9","1.9","0.2","3.8","2.3","21.8","0","24.7",".545",".271",".370","4.6","15.9","10.5","40.2","3.1","0.4","16.1","34.4","3.0","2.3","5.2",".178","5.2","1.2","6.4","3.0","1","0","0","0","0"
"462","D.J. White","PF","27","CHA","2","0","5.0","0.0","0.5",".000","0.0","0.0",".000","0.0","0.5",".000",".000","0.0","0.0",".000","0.0","1.0","1.0","0.0","0.5","0.0","0.0","0.5","0.0","0","2.4",".000",".000",".000","0.0","22.7","11.3","0.0","5.2","0.0","0.0","4.6","0.0","0.0","0.0",".004","-10.3","3.4","-6.9","0.0","0","0","0","0","0"
"463","Royce White","PF","22","SAC","3","0","3.0","0.0","0.3",".000","0.0","0.0",".000","0.0","0.3",".000",".000","0.0","0.0",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0","-8.3",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.9","0.0","0.0","0.0","-0.121","-9.1","-1.3","-10.4","0.0","0","0","1","1","0"
"464","Deron Williams","PG","29","BRK","64","58","32.2","5.0","11.2",".450","1.5","4.2",".366","3.5","7.0",".500",".518","2.7","3.4",".801","0.2","2.4","2.6","6.1","1.5","0.2","2.2","2.3","14.3","1","17.6",".564",".374",".302","0.9","8.9","4.9","32.8","2.4","0.5","15.0","21.8","3.8","1.5","5.4",".125","2.7","-1.5","1.2","1.6","1","0","0","0","0"
"465","Derrick Williams","SF-PF","22","TOT","78","15","23.3","2.6","6.2",".427","0.3","1.3",".263","2.3","4.9",".470",".454","2.4","3.3",".718","0.9","3.2","4.1","0.7","0.6","0.3","1.0","1.5","8.0","1","11.5",".524",".205",".537","4.3","15.8","10.0","4.7","1.3","0.9","11.3","16.2","1.3","1.3","2.6",".068","-2.1","-0.5","-2.6","-0.3","0","0","1","1","0"
"466","Elliot Williams","SG","24","PHI","67","2","17.3","2.1","5.0",".415","0.6","1.9",".296","1.5","3.2",".486",".470","1.3","1.8",".731","0.4","1.5","1.9","1.1","0.5","0.0","1.0","1.9","6.0","1","8.7",".519",".371",".353","2.7","9.7","6.1","9.4","1.5","0.2","14.9","16.7","0.0","0.3","0.3",".014","-3.2","-2.6","-5.7","-1.1","0","1","0","0","0"
"467","Lou Williams","PG","27","ATL","60","7","24.1","3.3","8.2",".400","1.3","3.9",".342","2.0","4.4",".450",".480","2.5","3.0",".849","0.2","1.9","2.1","3.5","0.8","0.1","1.5","1.1","10.4","0","14.2",".547",".469",".363","0.8","9.1","5.0","22.9","1.6","0.2","13.9","20.9","1.6","1.0","2.6",".087","0.3","-2.1","-1.8","0.1","1","1","0","0","0"
"468","Marvin Williams","PF","27","UTA","66","50","25.4","3.5","8.0",".439","1.3","3.5",".359","2.2","4.4",".503",".519","0.9","1.1",".781","1.2","3.8","5.1","1.2","0.8","0.5","0.8","2.3","9.1","0","14.0",".540",".445",".139","5.5","17.9","11.5","7.7","1.7","1.5","8.7","16.7","1.9","1.0","2.9",".084","0.5","-0.3","0.2","0.9","0","0","1","1","0"
"469","Mo Williams","PG","31","POR","74","0","24.8","3.8","9.1",".417","1.1","3.0",".369","2.7","6.0",".441",".478","1.1","1.2",".876","0.6","1.5","2.1","4.3","0.7","0.1","2.0","2.7","9.7","1","11.8",".507",".335",".132","2.5","6.4","4.5","26.7","1.5","0.4","17.3","20.5","1.0","1.2","2.2",".056","-0.2","-1.7","-2.0","0.0","1","1","0","0","0"
"470","Reggie Williams","SF","27","OKC","3","0","5.7","1.7","3.0",".556","0.3","1.0",".333","1.3","2.0",".667",".611","0.0","0.0",".000","0.0","0.0","0.0","0.3","0.3","0.0","0.7","0.3","3.7","0","16.4",".611",".333",".000","0.0","0.0","0.0","11.5","3.0","0.0","18.2","28.7","0.0","0.0","0.0",".034","-2.0","-6.2","-8.2","0.0","0","1","1","0","0"
"471","Shawne Williams","PF","27","LAL","36","13","20.9","2.0","5.3",".380","1.2","3.6",".326","0.9","1.8",".492",".490","0.4","0.6",".700","0.7","3.9","4.6","0.8","0.5","0.8","0.6","2.6","5.6","0","9.5",".503",".672",".104","3.6","20.2","11.9","5.7","1.2","2.9","9.5","12.9","0.1","0.6","0.7",".045","-1.9","0.7","-1.2","0.2","0","0","1","1","0"
"472","Jeff Withey","C","23","NOP","58","4","11.8","1.2","2.2",".535","0.0","0.0",".000","1.2","2.2",".539",".535","0.9","1.3",".712","0.8","1.7","2.6","0.4","0.3","0.9","0.3","1.3","3.3","1","15.2",".590",".008",".566","8.2","17.4","12.7","5.6","1.1","6.1","11.0","12.0","1.2","0.6","1.8",".128","-1.4","1.7","0.3","0.4","0","0","0","0","1"
"473","Nate Wolters","PG","22","MIL","58","31","22.6","2.9","6.7",".437","0.3","1.1",".290","2.6","5.6",".465",".460","1.0","1.6",".656","0.6","2.0","2.6","3.2","0.6","0.3","1.0","1.2","7.2","0","12.7",".486",".159",".231","2.8","10.5","6.5","23.3","1.4","0.9","11.7","16.8","0.9","0.2","1.2",".043","-1.4","-2.1","-3.4","-0.5","1","0","0","0","0"
"474","Metta World Peace","SF","34","NYK","29","1","13.4","1.9","4.9",".397","0.6","1.9",".315","1.3","3.0",".448",".457","0.3","0.6",".625","0.6","1.4","2.0","0.6","0.8","0.3","0.7","1.5","4.8","0","11.7",".469",".383",".113","5.3","12.8","8.9","7.1","3.3","1.8","11.4","20.0","-0.2","0.4","0.3",".032","-1.9","-0.1","-2.1","0.0","0","0","1","1","0"
"475","Brandan Wright","C","26","DAL","58","0","18.6","3.9","5.7",".677","0.0","0.0",".000","3.9","5.7",".677",".677","1.3","1.8",".726","1.8","2.4","4.2","0.5","0.6","0.9","0.6","1.6","9.1","0","23.5",".695",".000",".320","11.0","15.1","13.1","4.7","1.5","4.2","8.5","17.4","4.1","1.0","5.1",".227","3.1","0.6","3.6","1.5","0","0","0","1","1"
"476","Chris Wright","SF","25","MIL","8","0","15.8","2.6","4.4",".600","0.0","0.1",".000","2.6","4.3",".618",".600","0.8","1.9",".400","1.3","1.3","2.5","0.6","0.9","0.6","0.6","2.1","6.0","0","16.5",".577",".029",".429","8.8","9.4","9.1","6.9","2.9","3.2","10.7","16.7","0.2","0.1","0.3",".102","-0.4","0.2","-0.2","0.1","0","0","1","1","0"
"477","Dorell Wright","SF","28","POR","68","13","14.5","1.6","4.4",".374","1.0","3.0",".342","0.6","1.4",".442",".490","0.8","1.0",".754","0.4","2.4","2.8","0.9","0.3","0.2","0.6","0.9","5.0","0","11.9",".524",".680",".232","3.2","17.5","10.5","9.4","1.2","1.1","10.6","16.2","0.9","1.0","1.9",".091","-0.1","-0.3","-0.4","0.4","0","1","1","0","0"
"478","Tony Wroten","PG","20","PHI","72","16","24.5","4.8","11.2",".427","0.6","2.6",".213","4.2","8.6",".492",".452","2.9","4.5",".641","1.0","2.2","3.2","3.0","1.1","0.2","2.8","2.1","13.0","0","12.9",".493",".233",".403","4.1","10.1","7.0","20.9","2.1","0.7","17.7","27.7","-1.8","0.9","-0.9","-0.025","-2.3","-2.3","-4.6","-1.2","1","1","0","0","0"
"479","Nick Young","SG","28","LAL","64","9","28.3","6.0","13.9",".435","2.1","5.5",".386","3.9","8.4",".468",".511","3.7","4.5",".825","0.5","2.1","2.6","1.5","0.7","0.2","1.5","2.4","17.9","1","16.0",".564",".394",".321","1.7","8.1","4.9","9.0","1.2","0.5","8.6","26.8","2.3","0.3","2.5",".067","1.7","-3.6","-1.9","0.0","0","1","1","0","0"
"480","Thaddeus Young","PF","25","PHI","79","78","34.4","7.4","16.2",".454","1.1","3.7",".308","6.2","12.5",".496",".489","2.1","2.9",".712","2.1","3.9","6.0","2.3","2.1","0.5","2.1","2.7","17.9","0","16.6",".512",".228",".178","6.3","12.8","9.5","11.8","3.0","1.1","10.7","24.1","1.2","2.3","3.5",".062","0.2","-0.4","-0.2","1.2","0","0","1","1","0"
"481","Cody Zeller","C","21","CHA","82","3","17.3","2.1","4.9",".426","0.0","0.0",".000","2.1","4.9",".427",".426","1.8","2.4",".730","1.4","2.9","4.3","1.1","0.5","0.5","1.1","2.1","6.0","1","13.1",".498",".002",".495","9.4","18.8","14.1","10.4","1.5","2.3","15.0","18.9","0.4","2.2","2.6",".090","-3.2","1.8","-1.3","0.2","0","0","0","1","1"
"482","Tyler Zeller","C","24","CLE","70","9","15.0","2.2","4.1",".538","0.0","0.0",".000","2.2","4.1",".540",".538","1.2","1.7",".719","1.5","2.6","4.0","0.5","0.3","0.5","0.9","2.0","5.7","0","15.4",".581",".003",".417","10.8","19.6","15.1","5.6","0.9","3.0","14.9","17.1","1.5","1.1","2.6",".120","-1.9","0.2","-1.7","0.1","0","0","0","1","1"
