"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FGP","TH","THA","THP","TW","TWA","TWP","eFGP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","FOU","PTS","FA","PER","TSP","TPAr","FTr","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USGP","OWS","DWS","WS","WSPFE","OBPM","DBPM","BPM","VORP","PG","SG","SF","PF","C"
"1","Quincy Acy","PF","25","SAC","42","19","13.5","1.8","2.9",".602","0.2","0.5",".421","1.6","2.5",".635",".634","0.6","0.9",".750","1.1","1.9","3.0","0.4","0.4","0.4","0.4","1.7","4.4","1","14.7",".659",".154",".293","9.0","15.0","12.0","4.3","1.5","2.3","10.3","11.6","1.3","0.4","1.7",".144","0.4","0.2","0.6","0.4","0","0","1","1","0"
"2","Jordan Adams","SG","21","MEM","2","0","7.5","1.0","3.0",".333","0.0","0.5",".000","1.0","2.5",".400",".333","1.5","2.5",".600","0.0","1.0","1.0","1.5","1.5","0.0","1.0","1.0","3.5","0","17.3",".427",".167",".833","0.0","15.6","7.6","32.3","10.3","0.0","19.6","31.0","0.0","0.0","0.0",".019","-3.0","5.0","2.0","0.0","0","1","0","0","0"
"3","Steven Adams","C","22","OKC","64","64","24.9","3.0","5.0",".599","0.0","0.0",".000","3.0","5.0",".599",".599","1.4","2.4",".590","2.6","3.9","6.5","0.7","0.4","1.1","1.0","2.9","7.5","0","14.5",".612",".000",".484","12.1","16.3","14.3","4.0","0.8","3.4","14.6","12.3","3.0","1.7","4.7",".143","0.2","1.0","1.2","1.3","0","0","0","0","1"
"4","Arron Afflalo","SG","30","NYK","57","56","34.2","5.4","11.8",".457","1.4","3.5",".387","4.0","8.3",".486",".514","1.7","2.0",".875","0.3","3.5","3.8","2.0","0.4","0.2","1.1","2.1","13.8","1","12.1",".547",".296",".167","0.9","11.1","6.1","9.7","0.6","0.3","8.0","18.2","2.2","0.7","2.9",".071","0.2","-1.8","-1.6","0.2","0","1","1","0","0"
"5","Alexis Ajinca","C","27","NOP","47","9","12.4","1.9","4.0",".473","0.0","0.0",".000","1.9","4.0",".476",".473","0.7","0.8",".816","1.1","2.9","4.0","0.4","0.3","0.6","0.5","2.2","4.4","0","13.5",".510",".005",".202","9.4","27.0","17.9","5.3","1.0","3.6","10.9","17.5","0.4","0.6","1.0",".086","-4.0","0.2","-3.8","-0.3","0","0","0","1","1"
"6","Cole Aldrich","C","27","LAC","43","2","12.0","2.1","3.8",".556","0.0","0.0",".000","2.1","3.8",".556",".556","1.0","1.5",".651","1.3","3.0","4.3","0.8","0.6","0.9","1.0","2.3","5.1","1","19.8",".582",".000",".389","12.0","26.9","19.5","10.9","2.5","5.8","17.8","20.0","0.8","1.2","2.0",".184","-1.6","4.8","3.2","0.7","0","0","0","0","1"
"7","LaMarcus Aldridge","PF","30","SAS","61","61","30.4","7.1","14.0",".508","0.0","0.2",".000","7.1","13.7",".517",".508","3.5","4.0",".858","2.4","6.1","8.5","1.5","0.4","1.1","1.3","2.2","17.7","0","21.8",".561",".018",".290","9.2","22.0","15.8","8.1","0.6","2.9","7.7","25.5","4.6","3.8","8.4",".216","0.5","1.0","1.5","1.6","0","0","0","1","1"
"8","Cliff Alexander","PF","20","POR","7","0","4.4","0.7","1.4",".500","0.0","0.0",".000","0.7","1.4",".500",".500","0.0","0.0",".000","0.3","0.6","0.9","0.0","0.1","0.3","0.1","0.0","1.4","0","14.3",".500",".000",".000","7.0","14.0","10.5","0.0","1.6","5.1","9.1","15.6","0.0","0.0","0.0",".065","-5.9","-1.4","-7.2","0.0","0","0","0","1","0"
"9","Lavoy Allen","PF","26","IND","63","21","20.9","2.5","4.8",".510","0.0","0.0",".000","2.5","4.8",".510",".510","0.5","0.8",".608","2.1","3.4","5.5","1.0","0.3","0.6","0.9","1.9","5.4","0","12.3",".522",".000",".168","11.1","17.7","14.4","7.3","0.8","2.2","14.6","12.7","1.2","1.7","2.9",".106","-2.0","1.5","-0.5","0.5","0","0","0","1","1"
"10","Tony Allen","SF","34","MEM","51","44","24.9","3.0","6.7",".443","0.3","0.6",".433","2.7","6.1",".444",".462","1.1","1.9",".604","1.6","3.2","4.8","1.0","1.7","0.3","1.1","2.8","7.4","0","11.8",".487",".087",".280","7.2","14.8","10.9","6.3","3.5","0.9","12.7","15.8","0.1","1.8","1.8",".070","-2.1","1.7","-0.4","0.5","0","1","1","0","0"
"11","Al-Farouq Aminu","SF","25","POR","67","67","28.4","3.5","8.6",".410","1.4","3.9",".354","2.1","4.7",".457",".490","1.3","1.8",".708","1.2","4.8","6.0","1.6","0.9","0.6","1.5","2.1","9.7","0","11.9",".517",".455",".208","4.7","18.3","11.5","8.2","1.5","1.7","13.7","16.8","0.8","2.0","2.8",".071","-1.1","0.7","-0.4","0.8","0","0","1","1","0"
"12","Lou Amundson","PF","33","NYK","23","0","7.3","0.8","1.9",".432","0.0","0.0",".000","0.8","1.9",".432",".432","0.4","1.0",".435","0.7","1.0","1.8","0.4","0.2","0.2","0.4","1.7","2.1","1","8.6",".443",".000",".523","11.3","15.6","13.5","8.3","1.5","1.8","14.3","17.1","-0.1","0.2","0.1",".032","-3.9","-0.2","-4.1","-0.1","0","0","0","0","0"
"13","Chris Andersen","C","37","TOT","16","5","11.8","0.9","1.6",".577","0.1","0.4",".333","0.8","1.3",".650",".615","1.1","1.6",".654","1.0","2.2","3.2","0.4","0.3","0.6","0.4","1.0","3.1","1","15.4",".654",".231","1.000","9.6","21.5","15.5","4.7","1.4","4.2","15.8","10.8","0.4","0.3","0.6",".164","-1.1","1.5","0.4","0.1","0","0","0","1","1"
"14","Alan Anderson","SG","33","WAS","7","0","15.4","2.1","4.9",".441","1.4","3.1",".455","0.7","1.7",".417",".588","1.3","1.4",".900","0.1","1.9","2.0","1.1","0.3","0.1","0.1","2.3","7.0","1","15.3",".638",".647",".294","1.0","14.0","7.3","11.1","0.9","0.7","2.5","16.0","0.3","0.1","0.4",".181","2.6","-2.4","0.2","0.1","0","1","1","0","0"
"15","James Anderson","SG","26","SAC","36","8","10.9","0.7","2.4",".302","0.3","1.1",".268","0.4","1.3",".333",".366","0.3","0.3",".917","0.2","1.1","1.3","0.5","0.3","0.2","0.6","0.9","2.1","1","3.2",".405",".477",".140","1.9","10.9","6.5","5.7","1.3","1.7","19.4","12.2","-0.6","0.2","-0.4","-0.050","-5.4","-0.2","-5.6","-0.4","0","1","1","0","0"
"16","Justin Anderson","SG","22","DAL","39","1","8.1","1.0","2.5",".402","0.4","1.3",".286","0.6","1.2",".521",".474","0.5","0.7",".778","0.1","1.4","1.5","0.3","0.3","0.2","0.4","0.6","2.9","0","10.7",".519",".505",".278","1.0","19.3","10.2","5.0","1.6","2.3","12.8","18.1","-0.1","0.4","0.3",".043","-3.7","0.0","-3.7","-0.1","0","0","1","0","0"
"17","Kyle Anderson","SF","22","SAS","62","6","14.7","1.7","3.6",".471","0.1","0.5",".286","1.6","3.1",".497",".489","0.8","1.1",".746","0.3","2.4","2.7","1.4","0.7","0.4","0.8","1.1","4.3","0","12.6",".531",".126",".300","2.6","17.7","10.5","12.5","2.3","2.0","16.3","15.0","0.4","2.1","2.4",".129","-2.2","3.5","1.2","0.7","0","0","1","0","0"
"18","Ryan Anderson","PF","27","NOP","63","7","30.4","5.9","13.9",".423","2.0","5.4",".364","3.9","8.5",".462",".494","2.9","3.3",".871","2.0","4.0","6.0","1.0","0.6","0.4","1.4","1.6","16.6","1","16.8",".541",".390",".239","7.0","15.2","11.0","5.6","1.0","1.0","8.4","24.4","2.7","0.9","3.5",".088","1.2","-2.6","-1.5","0.3","0","0","0","1","1"
"19","Giannis Antetokounmpo","SF","21","MIL","65","64","35.4","6.3","12.6",".503","0.2","1.1",".216","6.1","11.4",".532",".513","3.8","5.2",".729","1.5","6.2","7.6","3.8","1.2","1.3","2.6","3.3","16.7","0","18.0",".562",".091",".416","4.7","19.7","12.2","17.4","1.7","3.1","14.8","22.1","3.1","2.4","5.5",".114","0.4","1.3","1.6","2.1","0","0","1","0","0"
"20","Thanasis Antetokounmpo","SF","23","NYK","2","0","3.0","1.5","2.0",".750","0.0","0.5",".000","1.5","1.5","1.000",".750","0.0","0.0",".000","0.0","0.5","0.5","0.0","0.0","0.0","0.0","1.0","3.0","0","33.3",".750",".250",".000","0.0","18.0","9.1","0.0","0.0","0.0","0.0","30.2","0.0","0.0","0.0",".291","6.5","-10.5","-4.1","0.0","0","0","1","0","0"
"21","Carmelo Anthony","SF","31","NYK","61","61","35.5","7.9","18.1",".434","1.3","4.0",".324","6.6","14.1",".466",".470","4.9","5.9",".823","1.4","6.6","8.0","4.2","0.9","0.5","2.5","2.5","21.9","0","20.6",".529",".221",".328","4.5","20.2","12.4","21.7","1.3","1.1","10.6","29.5","3.5","2.1","5.6",".124","2.8","-0.2","2.6","2.5","0","0","1","1","0"
"22","Joel Anthony","C","33","DET","16","0","3.9","0.1","0.4",".333","0.0","0.0",".000","0.1","0.4",".333",".333","0.3","0.4",".833","0.4","0.6","1.0","0.1","0.1","0.3","0.1","0.7","0.6","0","11.1",".521",".000","1.000","11.8","16.6","14.1","2.1","1.6","5.0","10.4","6.8","0.1","0.1","0.2",".151","-2.9","3.3","0.4","0.0","0","0","0","1","1"
"23","Keith Appling","PG","23","ORL","5","0","5.4","0.4","1.6",".250","0.0","0.6",".000","0.4","1.0",".400",".250","0.4","0.4","1.000","0.0","0.2","0.2","0.2","0.2","0.0","0.6","1.0","1.2","0","-4.9",".338",".375",".250","0.0","4.2","2.0","5.1","1.9","0.0","25.3","19.5","-0.1","0.0","-0.1","-0.195","-10.4","-2.6","-13.0","-0.1","1","0","0","0","0"
"24","Trevor Ariza","SF","30","HOU","65","65","35.2","4.3","10.5",".409","2.3","6.2",".373","2.0","4.4",".460",".518","1.5","1.9",".760","0.8","3.8","4.6","2.3","2.1","0.3","1.4","2.2","12.4","0","12.7",".543",".584",".182","2.5","12.1","7.2","10.2","3.0","0.7","11.3","15.7","2.1","1.7","3.8",".080","0.9","0.3","1.2","1.8","0","1","1","0","0"
"25","Darrell Arthur","PF","27","DEN","58","10","21.1","3.0","6.5",".463","0.6","1.4",".395","2.5","5.1",".481",".505","0.5","0.7",".775","1.2","2.8","3.9","1.4","0.8","0.7","0.9","2.6","7.1","1","12.8",".522",".214",".106","6.1","14.8","10.3","10.3","1.9","2.5","11.2","15.9","1.0","1.2","2.2",".087","-1.0","1.2","0.2","0.7","0","0","0","1","1"
"26","Omer Asik","C","29","NOP","53","49","16.8","1.3","2.5",".530","0.0","0.0",".000","1.3","2.5",".530",".530","0.8","1.4",".566","1.9","4.0","5.9","0.4","0.2","0.4","0.8","1.9","3.5","0","10.9",".552",".000",".567","12.2","27.3","19.5","3.0","0.7","2.0","20.8","10.5","0.7","0.7","1.5",".078","-3.8","0.1","-3.7","-0.4","0","0","0","1","1"
"27","D.J. Augustin","PG","28","TOT","46","0","17.4","2.0","4.8",".412","1.0","2.4",".418","1.0","2.4",".405",".516","1.3","1.6",".811","0.1","1.3","1.5","2.6","0.5","0.0","1.1","1.3","6.3","1","12.2",".568",".498",".335","0.9","8.3","4.7","21.8","1.3","0.2","17.0","16.5","1.2","0.4","1.6",".099","0.2","-2.6","-2.3","-0.1","1","0","0","0","0"
"28","Jeff Ayres","C","28","LAC","5","0","2.8","0.4","0.4","1.000","0.0","0.0",".000","0.4","0.4","1.000","1.000","0.4","0.4","1.000","0.2","0.4","0.6","0.4","0.0","0.6","0.2","0.4","1.2","0","30.7","1.042",".000","1.000","7.8","15.4","11.6","22.0","0.0","16.8","25.8","12.5","0.1","0.0","0.1",".379","3.2","8.3","11.4","0.0","0","0","0","1","1"
"29","Luke Babbitt","SF","26","NOP","31","6","13.0","1.4","3.6",".381","0.7","2.1",".338","0.7","1.5",".438",".478","0.3","0.5",".667","0.3","2.0","2.3","0.5","0.1","0.2","0.2","1.5","3.8","0","8.1",".493",".575",".133","2.6","17.5","9.8","6.1","0.4","1.0","4.8","13.7","0.2","0.1","0.4",".042","-2.1","-1.9","-4.0","-0.2","0","0","1","0","0"
"30","Cameron Bairstow","C","25","CHI","18","2","5.7","0.7","2.2",".325","0.1","0.3",".200","0.7","1.9",".343",".338","0.4","0.4",".875","0.2","1.3","1.6","0.3","0.1","0.2","0.2","1.1","1.9","0","6.9",".391",".125",".200","4.1","23.5","14.1","8.7","1.0","2.1","8.4","20.1","-0.1","0.2","0.0",".004","-6.8","-0.5","-7.2","-0.1","0","0","0","1","1"
"31","Leandro Barbosa","SG","33","GSW","52","0","15.2","2.6","5.6",".460","0.5","1.6",".325","2.0","4.0",".515",".507","0.8","0.9",".837","0.4","1.1","1.5","1.3","0.7","0.1","0.8","1.6","6.4","1","12.3",".538",".287",".170","3.0","7.2","5.2","12.2","2.2","0.6","11.7","19.1","0.7","0.8","1.6",".094","-1.1","-1.2","-2.2","0.0","1","1","0","0","0"
"32","J.J. Barea","PG","31","DAL","60","9","21.6","3.8","8.7",".433","1.2","3.3",".367","2.6","5.4",".472",".502","1.0","1.3",".769","0.3","1.5","1.9","3.9","0.3","0.0","1.4","1.5","9.7","0","14.2",".525",".377",".150","1.7","7.7","4.7","30.2","0.7","0.1","13.4","22.6","1.3","0.5","1.8",".068","0.8","-3.0","-2.2","-0.1","1","1","0","0","0"
"33","Andrea Bargnani","C","30","BRK","46","0","13.8","2.8","6.1",".455","0.1","0.3",".188","2.7","5.7",".471",".461","1.0","1.2",".825","0.6","1.5","2.1","0.4","0.1","0.2","0.6","1.3","6.6","0","12.0",".500",".057",".204","4.9","12.4","8.6","4.8","0.3","1.1","7.9","23.3","0.2","0.1","0.3",".021","-3.7","-4.0","-7.7","-0.9","0","0","0","1","1"
"34","Harrison Barnes","SF","23","GSW","49","42","30.0","4.4","9.4",".463","1.1","3.1",".373","3.2","6.4",".506",".524","1.6","2.1",".757","1.2","3.5","4.7","1.8","0.7","0.2","0.9","2.1","11.5","1","12.3",".554",".325",".223","4.6","11.8","8.4","8.2","1.0","0.4","8.1","16.1","2.2","1.3","3.5",".114","0.3","-0.7","-0.5","0.6","0","0","1","1","0"
"35","Matt Barnes","SF","35","MEM","61","30","27.5","3.2","8.3",".389","1.5","4.6",".332","1.7","3.7",".460",".481","1.3","1.6",".813","0.9","4.2","5.1","2.0","1.1","0.8","1.3","3.1","9.3","1","12.1",".515",".556",".189","3.8","17.7","10.6","11.3","2.0","2.6","12.9","17.2","0.6","2.1","2.7",".076","-0.2","1.3","1.1","1.3","0","1","1","0","0"
"36","Will Barton","SG","25","DEN","66","1","28.8","5.5","12.5",".438","1.4","4.0",".347","4.1","8.6",".481",".493","2.7","3.3",".816","0.8","5.4","6.2","2.4","0.9","0.5","1.7","1.8","15.1","0","17.0",".538",".316",".262","3.0","21.0","11.9","14.5","1.5","1.4","10.7","23.8","2.3","1.8","4.1",".104","0.6","-0.1","0.5","1.2","0","1","1","0","0"
"37","Brandon Bass","PF","30","LAL","59","0","20.1","2.6","4.7",".551","0.0","0.0",".000","2.6","4.7",".553",".551","1.9","2.3",".835","1.5","2.8","4.3","1.1","0.5","0.9","0.6","2.0","7.0","1","17.6",".620",".004",".482","7.9","15.6","11.6","9.2","1.3","3.4","9.7","13.8","3.1","0.6","3.7",".148","0.2","0.9","1.1","0.9","0","0","0","1","1"
"38","Nicolas Batum","SG","27","CHO","56","56","35.5","5.1","12.3",".415","2.0","5.8",".342","3.1","6.5",".481",".496","2.3","2.8",".851","0.8","5.5","6.3","5.6","1.0","0.7","3.1","1.7","14.5","1","14.8",".538",".469",".224","2.4","17.3","9.8","25.4","1.4","1.6","18.6","21.0","1.1","2.4","3.5",".084","0.6","1.2","1.8","1.9","0","1","1","0","0"
"39","Jerryd Bayless","SG","27","MIL","44","10","29.3","3.7","8.7",".424","2.1","4.8",".435","1.6","4.0",".411",".543","1.4","1.7",".789","0.5","2.4","2.8","3.3","0.9","0.2","1.5","2.2","10.8","1","12.9",".571",".544",".198","1.8","9.2","5.5","17.2","1.6","0.6","13.8","16.8","1.6","0.5","2.2",".081","1.4","-2.1","-0.7","0.4","1","1","0","0","0"
"40","Aron Baynes","C","29","DET","65","0","14.7","2.3","4.5",".498","0.0","0.0",".000","2.3","4.5",".502",".498","1.2","1.7",".709","1.6","2.9","4.6","0.7","0.3","0.7","0.8","1.9","5.7","0","16.9",".542",".007",".373","11.7","22.6","16.9","7.8","1.0","3.5","13.6","18.1","1.4","1.4","2.8",".143","-1.7","1.8","0.1","0.5","0","0","0","0","1"
"41","Kent Bazemore","SF","26","ATL","62","55","28.3","4.3","9.8",".440","1.5","4.1",".363","2.8","5.7",".496",".516","1.7","2.0",".846","0.4","4.7","5.0","2.3","1.3","0.5","1.9","2.3","11.8","1","13.3",".553",".420",".202","1.5","17.7","9.8","12.4","2.2","1.3","14.9","20.0","0.4","3.0","3.4",".093","-1.2","1.3","0.1","0.9","0","1","1","0","0"
"42","Bradley Beal","SG","22","WAS","41","21","30.7","6.7","14.8",".454","1.9","5.0",".383","4.8","9.8",".490",".519","2.4","3.2",".752","0.7","2.7","3.3","2.8","1.0","0.2","2.2","2.2","17.8","1","15.7",".548",".339",".219","2.3","10.1","6.1","15.5","1.5","0.6","11.9","26.4","0.8","0.8","1.6",".062","0.9","-2.1","-1.1","0.3","0","1","0","0","0"
"43","Michael Beasley","SF","27","HOU","4","0","10.8","4.5","9.0",".500","0.0","0.3",".000","4.5","8.8",".514",".500","1.8","1.8","1.000","1.5","1.3","2.8","0.3","0.8","0.5","1.0","2.0","10.8","0","30.8",".550",".028",".194","15.2","13.1","14.2","6.8","3.4","3.9","9.3","43.2","0.1","0.1","0.1",".146","0.1","-4.0","-3.9","0.0","0","0","1","1","0"
"44","Marco Belinelli","SG","29","SAC","62","7","25.1","3.7","9.5",".391","1.4","4.5",".310","2.3","5.0",".463",".464","1.8","2.1",".833","0.1","1.6","1.8","1.9","0.5","0.0","1.2","1.4","10.5","0","9.6",".508",".473",".225","0.6","7.1","3.8","10.9","1.0","0.1","10.7","19.6","0.3","0.2","0.5",".016","-1.1","-3.0","-4.1","-0.8","0","1","1","0","0"
"45","Anthony Bennett","PF","22","TOR","19","0","4.4","0.4","1.4",".296","0.2","0.7",".214","0.3","0.7",".385",".352","0.5","0.5",".900","0.3","0.9","1.2","0.0","0.3","0.0","0.2","0.4","1.5","0","10.5",".446",".519",".370","8.4","23.0","15.8","0.0","3.1","0.0","11.3","19.1","0.0","0.1","0.1",".054","-4.8","-4.7","-9.5","-0.2","0","0","1","1","0"
"46","Patrick Beverley","PG","27","HOU","55","47","27.9","3.4","8.1",".418","1.7","4.2",".394","1.7","3.9",".444",".520","0.9","1.4",".680","1.0","2.5","3.4","2.7","1.3","0.3","1.3","3.3","9.4","0","11.9",".538",".517",".168","3.8","10.0","6.8","15.4","2.3","1.0","12.9","15.5","1.6","0.9","2.5",".079","0.6","-0.5","0.0","0.8","1","1","0","0","0"
"47","Bismack Biyombo","C","23","TOR","64","18","22.2","1.8","3.4",".528","0.0","0.0",".000","1.8","3.4",".530",".528","1.7","2.6",".645","2.1","5.8","7.9","0.3","0.3","1.5","1.0","2.9","5.3","1","13.6",".580",".005",".775","11.2","29.8","20.6","2.1","0.6","5.7","18.2","11.4","1.7","2.4","4.1",".137","-3.0","2.0","-0.9","0.4","0","0","0","0","1"
"48","Nemanja Bjelica","PF","27","MIN","47","0","17.7","1.6","3.6",".427","0.7","2.1",".351","0.8","1.6",".527",".526","0.5","0.8",".658","0.7","2.5","3.2","1.3","0.4","0.3","0.7","2.6","4.4","0","9.1",".546",".567",".222","4.6","16.2","10.5","11.1","1.2","1.6","15.7","12.0","0.6","0.4","1.0",".057","-0.4","-0.2","-0.6","0.3","0","0","0","1","0"
"49","Tarik Black","C","24","LAL","27","0","11.6","1.3","2.5",".529","0.0","0.0",".000","1.3","2.5",".529",".529","0.4","1.1",".387","1.1","2.9","4.0","0.3","0.3","0.4","0.6","1.9","3.1","1","11.9",".514",".000",".456","9.7","28.2","18.6","4.1","1.4","2.8","15.5","13.6","0.1","0.3","0.4",".057","-4.8","0.0","-4.8","-0.2","0","0","0","1","1"
"50","DeJuan Blair","C","26","WAS","29","0","7.5","1.0","2.3",".412","0.0","0.0",".000","1.0","2.3",".418",".412","0.2","0.4",".385","0.7","1.3","2.0","0.4","0.3","0.1","0.5","1.8","2.1","0","5.5",".414",".015",".191","10.0","19.7","14.7","7.5","1.8","0.7","16.9","17.9","-0.3","0.2","-0.1","-0.022","-6.3","-0.4","-6.6","-0.3","0","0","0","1","1"
"51","Steve Blake","PG","35","DET","42","0","16.2","1.7","4.1",".405","1.0","2.6",".373","0.7","1.5",".460",".523","0.2","0.3",".769","0.1","1.3","1.5","3.0","0.4","0.1","1.5","1.3","4.5","1","9.7",".534",".636",".075","0.9","9.3","4.9","27.3","1.3","0.3","26.1","15.5","0.1","0.6","0.7",".051","-1.7","-1.6","-3.3","-0.2","1","1","0","0","0"
"52","Eric Bledsoe","PG","26","PHO","31","31","34.2","7.2","15.9",".453","1.5","4.2",".372","5.6","11.7",".482",".502","4.5","5.5",".802","0.6","3.5","4.0","6.1","2.0","0.6","3.5","2.4","20.4","0","20.4",".557",".262",".350","1.8","11.4","6.5","31.9","2.9","1.5","16.2","27.5","1.6","0.8","2.4",".108","3.0","-0.1","3.0","1.3","1","1","0","0","0"
"53","Bojan Bogdanovic","SF","26","BRK","65","25","26.6","3.7","8.6",".429","1.5","4.0",".375","2.2","4.6",".475",".515","1.2","1.4",".806","0.5","2.7","3.2","1.2","0.4","0.1","1.4","1.4","10.0","0","9.9",".543",".463",".166","2.1","11.7","6.8","7.0","0.7","0.2","13.2","17.9","0.4","0.3","0.7",".019","-0.9","-2.4","-3.3","-0.6","0","1","1","0","0"
"54","Andrew Bogut","C","31","GSW","57","53","21.1","2.6","4.2",".618","0.0","0.0",".000","2.6","4.2",".618",".618","0.4","0.8",".468","1.8","5.5","7.2","2.3","0.5","1.8","1.1","3.1","5.5","0","16.4",".611",".000",".197","9.6","26.4","18.4","14.4","1.2","6.1","19.8","11.5","2.2","2.4","4.6",".183","-0.6","5.2","4.7","2.0","0","0","0","0","1"
"55","Matt Bonner","C","35","SAS","22","1","5.9","1.0","1.7",".553","0.5","1.0",".522","0.4","0.7",".600",".711","0.1","0.2",".750","0.1","0.9","1.0","0.3","0.2","0.0","0.1","0.3","2.6","1","19.2",".717",".605",".105","2.7","15.9","9.6","7.8","2.0","0.0","4.8","14.6","0.4","0.2","0.7",".250","4.2","0.1","4.2","0.2","0","0","0","1","1"
"56","Devin Booker","SG","19","PHO","60","35","25.6","4.2","9.8",".432","1.3","3.4",".369","3.0","6.4",".466",".497","2.6","3.1",".838","0.3","1.9","2.2","2.2","0.5","0.2","1.6","2.8","12.3","0","12.4",".552",".347",".316","1.3","8.3","4.7","14.4","1.0","0.6","12.8","21.4","1.6","0.2","1.8",".056","0.0","-2.7","-2.8","-0.3","0","1","0","0","0"
"57","Trevor Booker","PF","28","UTA","63","2","21.5","2.4","5.1",".473","0.1","0.5",".250","2.3","4.6",".498",".486","1.0","1.4",".701","2.3","3.9","6.2","1.0","0.9","0.5","1.2","2.2","5.9","1","13.9",".519",".100",".273","12.6","21.0","16.8","7.2","2.1","2.0","17.0","14.5","1.1","2.0","3.1",".109","-1.1","2.1","0.9","1.0","0","0","0","1","0"
"58","Chris Bosh","PF","31","MIA","53","53","33.5","6.8","14.5",".467","1.5","4.2",".365","5.2","10.3",".508",".520","4.0","5.1",".795","0.9","6.5","7.4","2.4","0.7","0.6","1.5","1.9","19.1","0","20.4",".571",".289",".349","3.1","21.0","12.3","12.5","1.0","1.5","8.1","24.8","4.1","2.4","6.5",".176","2.4","-0.1","2.3","1.9","0","0","0","1","1"
"59","Avery Bradley","SG","25","BOS","61","57","33.5","6.0","13.4",".446","2.1","5.7",".365","3.9","7.7",".505",".523","1.1","1.4",".793","0.6","2.0","2.6","2.1","1.5","0.2","1.5","2.1","15.1","0","12.8",".540",".426",".106","1.8","6.5","4.1","9.6","2.2","0.5","9.8","19.7","1.4","2.3","3.7",".087","0.5","-0.4","0.1","1.1","1","1","0","0","0"
"60","Elton Brand","PF","36","PHI","4","0","10.3","2.0","4.3",".471","0.0","0.0",".000","2.0","4.3",".471",".471","0.5","0.5","1.000","0.0","2.8","2.8","1.3","1.0","0.5","0.8","1.5","4.5","1","17.9",".503",".000",".118","0.0","30.1","14.8","22.0","4.8","3.7","14.4","22.3","0.0","0.1","0.1",".087","-4.1","4.2","0.1","0.0","0","0","0","1","1"
"61","Corey Brewer","SF","29","HOU","66","12","21.4","2.8","7.1",".398","0.9","3.0",".296","2.0","4.2",".471",".460","1.4","1.8",".765","0.5","2.0","2.5","1.5","1.2","0.2","1.0","2.2","7.9","0","11.1",".501",".417",".253","2.6","10.4","6.5","11.1","2.7","0.8","11.4","18.0","0.5","0.9","1.4",".049","-1.4","-1.0","-2.4","-0.1","0","1","1","0","0"
"62","Aaron Brooks","PG","31","CHI","52","0","16.1","2.7","7.2",".374","1.0","2.8",".351","1.7","4.3",".388",".444","0.8","1.0",".774","0.3","1.4","1.7","2.5","0.4","0.2","1.1","2.1","7.1","1","10.8",".469",".398",".142","1.9","8.6","5.3","24.6","1.2","0.8","12.6","23.6","-0.1","0.7","0.5",".031","-1.0","-2.5","-3.4","-0.3","1","0","0","0","0"
"63","Anthony Brown","SF","23","LAL","29","11","20.7","1.3","4.3",".310","0.7","2.4",".286","0.7","1.9",".339",".389","0.6","0.7",".850","0.3","2.1","2.4","0.7","0.5","0.2","0.5","1.2","4.0","0","5.0",".427",".556",".159","1.6","11.4","6.3","4.7","1.2","0.7","10.0","11.0","-0.4","0.0","-0.3","-0.027","-3.8","-1.2","-5.0","-0.5","0","0","1","0","0"
"64","Lorenzo Brown","PG","25","PHO","8","0","7.6","1.0","3.1",".320","0.1","1.0",".125","0.9","2.1",".412",".340","0.4","0.5",".750","0.0","0.9","0.9","1.4","0.4","0.1","1.1","0.5","2.5","0","4.6",".374",".320",".160","0.0","12.9","6.3","28.1","2.4","1.4","25.2","25.2","-0.3","0.0","-0.2","-0.168","-7.9","-1.5","-9.4","-0.1","1","0","0","0","0"
"65","Markel Brown","SG","24","BRK","47","6","14.1","1.7","4.3",".388","0.6","1.8",".337","1.0","2.4",".426",".460","1.0","1.4",".766","0.3","1.1","1.4","1.3","0.4","0.1","0.7","1.4","5.0","1","10.6",".511",".428",".318","2.3","9.1","5.7","14.1","1.6","0.6","11.9","17.5","0.4","0.2","0.6",".046","-1.0","-2.0","-3.0","-0.2","0","1","0","0","0"
"66","Kobe Bryant","SF","37","LAL","53","53","28.8","5.8","16.4",".356","1.9","6.8",".275","3.9","9.5",".413",".413","3.3","4.1",".799","0.7","3.4","4.1","3.1","0.9","0.2","2.0","1.8","16.8","1","14.3",".463",".418",".252","2.6","13.0","7.7","20.5","1.6","0.5","10.0","31.0","-0.8","0.3","-0.5","-0.016","0.6","-3.0","-2.4","-0.2","0","1","1","0","0"
"67","Chase Budinger","SF","27","TOT","51","2","14.7","1.6","3.9",".422","0.4","1.4",".292","1.2","2.5",".496",".475","0.7","0.9",".708","0.6","1.8","2.5","1.0","0.6","0.2","0.6","1.0","4.4","1","11.3",".507",".362",".241","4.6","13.7","9.2","10.1","1.9","1.0","12.3","14.7","0.4","1.0","1.4",".087","-1.8","0.6","-1.1","0.2","0","1","1","0","0"
