"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FGP","TH","THA","THP","TW","TWA","TWP","eFGP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","FOU","PTS","FA","PER","TSP","TPAr","FTr","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USGP","OWS","DWS","WS","WSPFE","OBPM","DBPM","BPM","VORP","PG","SG","SF","PF","C"
"67","Chase Budinger","SF","27","TOT","66","2","14.1","1.6","3.6",".435","0.4","1.3",".279","1.2","2.3",".523",".485","0.6","0.8",".696","0.7","1.6","2.3","1.0","0.5","0.2","0.7","0.9","4.1","0","10.7",".514",".360",".234","5.0","12.6","8.8","10.2","1.7","0.9","14.3","14.5","0.4","1.0","1.4",".073","-2.0","0.3","-1.7","0.1","0","1","1","0","0"
"68","Reggie Bullock","SF","24","DET","37","0","11.6","1.2","2.6",".439","0.6","1.4",".415","0.6","1.2",".467",".551","0.4","0.4",".933","0.4","1.5","1.8","0.7","0.3","0.1","0.2","0.8","3.3","1","12.0",".583",".541",".153","3.4","14.3","8.6","9.2","1.2","0.4","7.1","11.4","0.8","0.4","1.2",".134","0.0","0.0","0.0","0.2","0","1","1","0","0"
"69","Trey Burke","PG","23","UTA","64","0","21.3","4.1","9.9",".413","1.4","4.0",".344","2.7","5.9",".460",".483","1.0","1.3",".817","0.3","1.5","1.8","2.3","0.5","0.1","1.3","1.3","10.6","1","14.0",".507",".404",".129","1.5","8.0","4.8","19.7","1.4","0.4","10.7","25.3","0.9","1.2","2.1",".074","0.4","-2.5","-2.0","0.0","1","0","0","0","0"
"70","Alec Burks","SG","24","UTA","31","3","25.7","4.4","10.8",".410","1.0","2.5",".405","3.4","8.2",".412",".458","3.4","4.5",".752","0.5","3.0","3.5","2.0","0.6","0.1","1.6","2.3","13.3","0","14.3",".520",".237",".422","2.4","13.6","8.0","13.9","1.2","0.4","11.4","25.9","0.7","0.8","1.5",".090","-0.9","-1.6","-2.5","-0.1","1","1","0","0","0"
"71","Caron Butler","SF","35","SAC","17","1","10.4","1.5","3.5",".424","0.2","1.1",".167","1.3","2.4",".537",".449","0.6","0.7",".833","0.3","1.0","1.3","0.6","0.5","0.1","0.2","1.1","3.7","0","11.3",".490",".305",".203","3.1","10.4","6.8","8.3","2.5","0.5","4.5","16.2","0.1","0.1","0.3",".071","-1.5","-1.1","-2.6","0.0","0","0","1","0","0"
"72","Jimmy Butler","SG","26","CHI","67","67","36.9","7.0","15.4",".454","1.0","3.1",".312","6.1","12.4",".489",".485","5.9","7.1",".832","1.2","4.2","5.3","4.8","1.6","0.6","2.0","1.9","20.9","0","21.3",".562",".198",".459","3.4","11.6","7.6","21.4","2.2","1.3","9.6","24.4","6.5","2.7","9.1",".177","3.6","0.3","4.0","3.7","0","1","1","0","0"
"73","Rasual Butler","SF","36","SAS","46","0","9.4","1.1","2.3",".471","0.3","1.1",".306","0.7","1.2",".618",".543","0.2","0.3",".688","0.1","1.2","1.2","0.5","0.3","0.5","0.2","0.2","2.7","0","13.4",".558",".471",".154","0.8","13.5","7.4","7.7","1.5","4.1","6.7","12.6","0.4","0.9","1.3",".146","-0.9","2.7","1.8","0.4","0","1","1","0","0"
"74","Bruno Caboclo","SF","20","TOR","6","1","7.2","0.2","2.0",".083","0.2","1.2",".143","0.0","0.8",".000",".125","0.0","0.0",".000","0.2","0.2","0.3","0.2","0.3","0.2","0.7","0.3","0.5","1","-7.7",".125",".583",".000","2.7","2.6","2.7","3.2","2.4","1.9","25.0","16.9","-0.3","0.0","-0.3","-0.283","-11.4","-0.2","-11.6","-0.1","0","0","1","0","0"
"75","Jose Calderon","PG","34","NYK","72","72","28.1","2.9","6.3",".459","1.2","2.8",".414","1.7","3.5",".496",".552","0.6","0.7",".875","0.3","2.9","3.2","4.2","0.9","0.1","1.2","1.9","7.6","1","12.3",".571",".446",".105","1.2","11.0","6.2","22.4","1.6","0.3","15.4","12.6","2.7","1.4","4.0",".096","0.5","-0.6","-0.1","1.0","1","0","0","0","0"
"76","Kentavious Caldwell-Pope","SG","22","DET","76","76","36.7","5.3","12.6",".420","1.5","4.9",".309","3.8","7.8",".489",".479","2.4","3.0",".811","0.9","2.8","3.7","1.8","1.4","0.2","1.4","2.2","14.5","1","12.4",".521",".384",".238","2.6","8.6","5.5","7.8","2.0","0.5","9.0","18.2","2.6","2.7","5.3",".092","0.6","0.6","1.1","2.2","0","1","0","0","0"
"77","Isaiah Canaan","SG","24","PHI","77","39","25.5","3.4","9.4",".360","2.3","6.3",".363","1.1","3.1",".354",".482","1.9","2.3",".833","0.3","2.0","2.3","1.8","0.7","0.2","1.2","1.7","11.0","0","11.1",".528",".672",".249","1.1","8.8","4.8","11.3","1.4","0.5","10.2","19.9","0.9","0.5","1.4",".035","0.2","-2.9","-2.7","-0.4","1","0","0","0","0"
"78","Clint Capela","C","21","HOU","77","35","19.1","3.0","5.2",".582","0.0","0.0",".000","3.0","5.1",".583",".582","1.0","2.7",".379","2.5","3.9","6.4","0.6","0.8","1.2","0.8","2.5","7.0","1","18.3",".553",".003",".531","14.4","22.7","18.5","5.1","2.0","5.2","10.9","16.1","2.4","2.0","4.4",".144","-1.2","1.7","0.5","0.9","0","0","0","1","1"
"79","DeMarre Carroll","SF","29","TOR","26","22","30.2","4.0","10.4",".389","1.8","4.5",".390","2.3","5.8",".388",".474","1.2","1.9",".600","1.2","3.5","4.7","1.0","1.7","0.2","1.1","2.4","11.0","0","11.9",".490",".437",".185","4.6","13.1","8.9","5.5","2.9","0.6","8.8","18.5","0.2","1.0","1.2",".074","0.0","0.3","0.2","0.4","0","0","1","1","0"
"80","Vince Carter","SG","39","MEM","60","3","16.8","2.2","5.7",".388","1.0","2.8",".349","1.2","2.9",".425",".474","1.2","1.4",".833","0.5","1.9","2.4","0.9","0.6","0.3","0.6","1.7","6.6","1","12.7",".520",".493",".245","3.4","13.6","8.3","8.9","1.9","1.5","8.4","18.5","1.0","0.8","1.8",".084","-0.1","-1.2","-1.2","0.2","0","1","1","0","0"
"81","Michael Carter-Williams","PG","24","MIL","54","37","30.5","4.6","10.3",".452","0.3","1.0",".273","4.4","9.3",".472",".466","2.0","3.0",".654","0.9","4.2","5.1","5.2","1.5","0.8","2.8","3.0","11.5","1","13.9",".497",".099",".292","3.4","15.7","9.6","26.6","2.5","2.1","19.6","21.3","-0.4","1.6","1.2",".035","-1.6","0.9","-0.8","0.5","1","0","0","0","0"
"82","Omri Casspi","SF","27","SAC","69","21","27.2","4.3","9.0",".481","1.6","4.0",".409","2.7","5.0",".537",".571","1.5","2.3",".648","0.8","5.1","5.9","1.4","0.8","0.2","1.4","2.2","11.8","1","13.9",".587",".441",".256","3.4","20.1","11.8","7.5","1.4","0.7","12.0","17.8","2.1","1.5","3.6",".092","0.3","-0.6","-0.3","0.8","0","0","1","1","0"
"83","Willie Cauley-Stein","C","22","SAC","66","39","21.4","2.9","5.1",".563","0.0","0.0",".000","2.9","5.1",".567",".563","1.2","1.9",".648","2.0","3.3","5.3","0.6","0.7","1.0","0.7","2.2","7.0","1","15.3",".588",".006",".369","10.3","16.6","13.5","3.8","1.6","3.8","10.5","13.2","2.4","1.4","3.8",".130","-0.8","1.5","0.7","1.0","0","0","0","1","1"
"84","Mario Chalmers","PG","29","TOT","61","7","22.5","3.0","7.3",".410","0.8","2.4",".309","2.2","4.8",".461",".462","3.6","4.3",".832","0.4","2.2","2.6","3.8","1.4","0.2","1.8","3.0","10.3","0","17.3",".561",".336",".590","1.9","11.5","6.5","26.6","3.3","0.9","16.4","21.9","2.3","1.5","3.8",".132","1.8","-0.3","1.5","1.2","1","1","0","0","0"
"85","Tyson Chandler","C","33","PHO","66","60","24.5","2.8","4.8",".583","0.0","0.0",".000","2.8","4.7",".585",".583","1.6","2.6",".620","2.7","6.1","8.7","1.0","0.5","0.7","1.4","2.2","7.2","0","14.7",".606",".003",".545","11.5","27.5","19.3","6.0","1.1","2.2","19.3","12.7","2.1","1.6","3.8",".112","-1.9","1.3","-0.5","0.6","0","0","0","0","1"
"86","Rakeem Christmas","PF","24","IND","1","0","6.0","2.0","2.0","1.000","0.0","0.0",".000","2.0","2.0","1.000","1.000","0.0","0.0",".000","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","4.0","0","32.0","1.000",".000",".000","18.3","0.0","9.1","0.0","0.0","0.0","0.0","14.7","0.0","0.0","0.0",".343","9.7","-6.6","3.2","0.0","0","0","0","1","0"
"87","Ian Clark","SG","24","GSW","66","1","8.8","1.3","3.1",".441","0.5","1.3",".357","0.9","1.8",".500",".515","0.4","0.5",".824","0.2","0.8","1.0","1.0","0.3","0.2","0.7","0.9","3.6","1","11.5",".544",".416",".168","2.6","9.7","6.3","15.3","1.4","1.7","16.5","19.5","0.3","0.6","0.9",".075","-1.8","-1.3","-3.0","-0.2","1","1","0","0","0"
"88","Coty Clarke","SF","23","BOS","3","0","2.0","0.7","1.3",".500","0.7","0.7","1.000","0.0","0.7",".000",".750","0.0","0.0",".000","0.0","0.3","0.3","0.0","0.0","0.0","0.3","0.0","2.0","0","23.9",".750",".500",".000","0.0","18.0","8.8","0.0","0.0","0.0","20.0","35.5","0.0","0.0","0.0",".025","0.2","-9.7","-9.5","0.0","0","0","1","0","0"
"89","Jordan Clarkson","SG","23","LAL","79","79","32.3","6.0","13.9",".433","1.4","4.1",".347","4.6","9.8",".468",".483","2.1","2.6",".804","1.2","2.8","4.0","2.4","1.1","0.1","1.7","2.1","15.5","0","14.3",".516",".291",".186","3.8","9.6","6.6","13.8","1.7","0.2","10.2","22.8","1.7","0.4","2.1",".039","0.6","-2.0","-1.4","0.4","1","1","0","0","0"
"90","Norris Cole","PG","27","NOP","45","23","26.6","4.4","10.8",".405","0.7","2.3",".324","3.6","8.5",".427",".439","1.2","1.4",".800","0.2","3.1","3.4","3.7","0.8","0.1","1.7","2.3","10.6","0","10.8",".465",".211",".134","0.9","13.5","7.0","22.0","1.5","0.3","12.8","21.7","-0.6","0.5","-0.1","-0.004","-2.4","-1.4","-3.7","-0.5","1","1","0","0","0"
"91","Darren Collison","PG","28","SAC","74","15","30.0","5.1","10.5",".486","1.2","2.9",".401","3.9","7.6",".519",".542","2.6","3.1",".858","0.4","1.9","2.3","4.3","1.0","0.1","1.8","1.9","14.0","1","15.9",".591",".280",".291","1.4","6.8","4.1","21.7","1.6","0.1","12.9","19.2","4.5","0.7","5.2",".113","1.8","-2.2","-0.4","0.9","1","0","0","0","0"
"92","Nick Collison","PF","35","OKC","59","4","11.8","0.8","1.8",".459","0.0","0.0",".000","0.8","1.8",".467",".459","0.4","0.6",".697","1.2","1.7","2.9","0.9","0.3","0.3","0.8","1.8","2.1","1","7.7",".498",".018",".303","11.2","15.2","13.3","9.6","1.1","1.7","28.8","10.6","0.1","0.7","0.8",".053","-2.5","1.3","-1.2","0.1","0","0","0","1","1"
"93","Mike Conley","PG","28","MEM","56","56","31.4","5.3","12.4",".422","1.4","3.8",".363","3.9","8.6",".449",".478","3.4","4.1",".834","0.5","2.5","2.9","6.1","1.2","0.3","1.5","1.8","15.3","0","19.4",".538",".309",".329","1.6","9.3","5.3","32.7","2.0","0.8","9.5","22.4","4.2","1.1","5.3",".144","3.7","-1.9","1.7","1.7","1","0","0","0","0"
"94","Pat Connaughton","SG","23","POR","34","0","4.2","0.4","1.4",".265","0.1","0.6",".238","0.2","0.8",".286",".316","0.1","0.1","1.000","0.3","0.6","0.9","0.3","0.1","0.0","0.3","0.2","1.1","0","4.6",".352",".429",".102","8.3","15.9","12.1","9.9","0.7","0.0","16.3","18.7","-0.3","0.1","-0.2","-0.076","-5.8","-2.4","-8.2","-0.2","0","1","1","0","0"
"95","Chris Copeland","PF","31","MIL","24","1","6.5","0.7","2.1",".333","0.4","1.5",".278","0.3","0.6",".467",".431","0.3","0.3",".857","0.0","0.4","0.4","0.5","0.1","0.0","0.3","0.7","2.1","1","5.4",".462",".706",".137","0.7","6.5","3.7","10.3","0.7","0.0","10.0","17.3","-0.1","0.0","-0.1","-0.017","-2.5","-5.2","-7.7","-0.2","0","0","1","1","0"
"96","Bryce Cotton","PG","23","TOT","8","0","4.9","0.5","1.3",".400","0.0","0.4",".000","0.5","0.9",".571",".400","0.0","0.0",".000","0.0","0.0","0.0","0.4","0.4","0.0","0.6","0.3","1.0","0","1.7",".400",".300",".000","0.0","0.0","0.0","10.8","3.7","0.0","33.3","16.5","-0.2","0.0","-0.1","-0.168","-9.3","-2.7","-12.0","-0.1","1","0","0","0","0"
"97","DeMarcus Cousins","C","25","SAC","65","65","34.6","9.2","20.5",".451","1.1","3.2",".333","8.2","17.3",".473",".477","7.3","10.2",".718","2.4","9.1","11.5","3.3","1.6","1.4","3.8","3.6","26.9","0","23.6",".538",".158",".498","7.7","28.2","18.0","17.0","2.2","3.3","13.3","35.4","2.4","3.3","5.7",".122","1.0","1.6","2.6","2.6","0","0","0","1","1"
"98","Robert Covington","SF","25","PHI","67","49","28.4","4.1","10.6",".385","2.5","7.2",".353","1.6","3.4",".452",".504","2.1","2.6",".791","1.0","5.3","6.3","1.4","1.6","0.6","2.1","3.5","12.8","1","13.2",".543",".677",".249","3.6","20.9","12.0","8.4","2.7","1.6","15.3","21.5","-0.1","2.1","2.0",".050","-0.2","0.0","-0.2","0.9","0","0","1","1","0"
"99","Allen Crabbe","SG","23","POR","81","8","26.0","3.8","8.4",".459","1.4","3.5",".393","2.5","4.9",".506",".541","1.2","1.4",".867","0.3","2.3","2.7","1.2","0.8","0.2","0.8","2.4","10.3","0","12.2",".572",".420",".167","1.4","9.7","5.6","7.2","1.5","0.6","8.1","16.4","3.1","1.2","4.3",".098","0.4","-1.1","-0.7","0.7","1","1","0","0","0"
"100","Jamal Crawford","SG","35","LAC","79","5","26.9","4.8","11.9",".404","1.5","4.4",".340","3.3","7.5",".440",".466","3.1","3.4",".904","0.3","1.6","1.8","2.3","0.7","0.2","1.4","1.5","14.2","0","14.0",".529",".366",".289","1.0","6.3","3.7","14.0","1.2","0.4","9.6","24.9","1.8","1.5","3.3",".076","-0.2","-2.4","-2.6","-0.3","0","1","1","0","0"
"101","Jae Crowder","SF","25","BOS","73","73","31.6","4.9","11.1",".443","1.7","5.0",".336","3.3","6.2",".529",".518","2.7","3.3",".820","1.0","4.2","5.1","1.8","1.7","0.5","1.1","2.7","14.2","0","15.8",".565",".446",".294","3.2","14.2","8.6","8.9","2.7","1.2","8.3","18.5","3.8","3.5","7.3",".152","1.5","1.3","2.8","2.8","0","0","1","1","0"
"102","Dante Cunningham","SF","28","NOP","80","46","24.6","2.3","5.2",".451","0.7","2.2",".316","1.6","3.0",".550",".518","0.7","1.0",".695","0.7","2.2","3.0","1.0","0.5","0.4","0.5","2.2","6.1","1","8.6",".540",".422",".199","3.1","10.4","6.6","5.6","1.1","1.4","8.4","11.0","1.5","0.7","2.1",".052","-1.1","-0.1","-1.2","0.4","0","0","1","1","0"
"103","Jared Cunningham","SG","24","TOT","44","3","9.3","0.8","2.4",".343","0.3","0.9",".308","0.5","1.5",".364",".400","0.8","1.3",".655","0.1","0.8","0.9","0.5","0.3","0.0","0.5","0.9","2.7","0","5.9",".464",".371",".524","0.8","9.6","5.3","6.9","1.8","0.4","14.0","16.5","-0.3","0.4","0.1",".014","-4.6","-1.3","-5.9","-0.4","1","1","0","0","0"
"104","Seth Curry","PG","25","SAC","44","9","15.7","2.3","5.1",".455","1.1","2.5",".450","1.2","2.6",".460",".567","1.0","1.2",".833","0.2","1.2","1.4","1.5","0.5","0.1","0.8","0.9","6.8","0","13.8",".603",".496",".241","1.4","7.9","4.7","14.2","1.5","0.4","12.7","17.4","1.2","0.2","1.4",".097","0.9","-2.4","-1.5","0.1","1","0","0","0","0"
"105","Stephen Curry","PG","27","GSW","79","79","34.2","10.2","20.2",".504","5.1","11.2",".454","5.1","9.0",".566",".630","4.6","5.1",".908","0.9","4.6","5.4","6.7","2.1","0.2","3.3","2.0","30.1","1","31.5",".669",".554",".250","2.9","13.6","8.6","33.7","3.0","0.4","12.9","32.6","13.8","4.1","17.9",".318","12.4","0.1","12.5","9.8","1","1","0","0","0"
"106","Troy Daniels","SG","24","CHO","43","0","11.1","2.1","4.3",".476","1.4","2.8",".484","0.7","1.5",".462",".634","0.1","0.2",".556","0.2","1.2","1.3","0.5","0.3","0.1","0.6","0.9","5.6","0","14.9",".634",".652",".048","1.6","11.6","6.5","7.6","1.2","0.5","11.2","20.4","0.6","0.4","1.1",".110","1.6","-2.7","-1.1","0.1","1","0","0","0","0"
"107","Anthony Davis","PF","22","NOP","61","61","35.5","9.2","18.6",".493","0.6","1.8",".324","8.6","16.9",".511",".508","5.3","7.0",".758","2.1","8.1","10.3","1.9","1.3","2.0","2.0","2.4","24.3","0","25.0",".559",".095",".379","6.4","26.4","16.1","10.0","1.8","4.7","8.4","29.6","4.4","2.8","7.2",".160","1.0","1.2","2.2","2.3","0","0","0","1","1"
"108","Ed Davis","PF","26","POR","81","0","20.8","2.5","4.2",".611","0.0","0.0",".000","2.5","4.2",".611",".611","1.4","2.5",".559","2.8","4.6","7.4","1.1","0.7","0.9","0.8","2.5","6.5","0","18.7",".616",".000",".605","14.4","24.2","19.3","7.7","1.7","3.3","13.0","12.7","4.4","2.3","6.7",".192","0.8","2.5","3.3","2.3","0","0","0","1","1"
"109","Branden Dawson","PF","22","LAC","6","0","4.8","0.3","0.8",".400","0.0","0.0",".000","0.3","0.8",".400",".400","0.2","0.2","1.000","0.3","0.3","0.7","0.0","0.0","0.2","0.0","0.3","0.8","1","7.1",".460",".000",".200","7.6","7.4","7.5","0.0","0.0","2.7","0.0","8.5","0.0","0.0","0.0",".069","-4.9","-1.7","-6.6","0.0","0","0","1","1","0"
"110","Dewayne Dedmon","C","26","ORL","58","20","12.2","1.7","3.1",".559","0.0","0.0",".000","1.7","3.1",".559",".559","1.0","1.3",".750","1.2","2.8","3.9","0.2","0.4","0.8","0.6","1.9","4.4","1","17.0",".606",".000",".429","10.4","25.7","17.9","2.7","1.6","5.4","13.2","15.2","1.2","1.1","2.4",".162","-2.6","1.3","-1.3","0.1","0","0","0","0","1"
"111","Bryce Dejean-Jones","SG","23","NOP","14","11","19.9","2.0","4.9",".406","0.9","2.3",".375","1.1","2.6",".432",".493","0.8","1.5",".524","0.6","2.9","3.4","1.1","0.7","0.1","0.8","1.2","5.6","0","9.6",".505",".464",".304","3.1","16.5","9.5","7.7","1.8","0.6","12.3","14.1","0.0","0.2","0.2",".033","-2.2","-0.4","-2.6","0.0","1","1","0","0","0"
"112","Sam Dekker","SF","21","HOU","3","0","2.0","0.0","0.0",".000","0.0","0.0",".000","0.0","0.0",".000",".000","0.0","0.0",".000","0.0","0.3","0.3","0.0","0.3","0.0","0.0","0.0","0.0","1","10.8",".000",".000",".000","0.0","18.5","9.2","0.0","8.2","0.0",".000","0.0","0.0","0.0","0.0",".116","-5.3","5.8","0.5","0.0","0","0","1","0","0"
"113","Matthew Dellavedova","PG","25","CLE","76","14","24.6","2.7","6.7",".405","1.3","3.1",".410","1.4","3.6",".401",".501","0.8","0.9",".864","0.4","1.7","2.1","4.4","0.6","0.1","1.5","2.3","7.5","0","11.3",".527",".468",".129","2.0","7.8","4.9","26.2","1.2","0.4","17.7","15.9","2.2","1.6","3.8",".098","-0.2","-1.4","-1.6","0.2","1","1","0","0","0"
"114","Luol Deng","PF","30","MIA","74","73","32.4","4.6","10.1",".455","1.2","3.5",".344","3.4","6.6",".513",".514","2.0","2.6",".755","1.5","4.5","6.0","1.9","1.0","0.4","1.1","1.6","12.3","0","15.0",".549",".344",".258","5.3","15.4","10.5","9.0","1.6","0.9","8.9","17.4","3.5","2.8","6.4",".128","1.3","0.6","1.9","2.3","0","0","1","1","0"
"115","DeMar DeRozan","SG","26","TOR","78","78","35.9","7.9","17.7",".446","0.6","1.8",".338","7.3","15.9",".458",".463","7.1","8.4",".850","0.8","3.7","4.5","4.0","1.0","0.3","2.2","2.1","23.5","0","21.5",".550",".101",".474","2.7","11.5","7.1","20.8","1.5","0.6","9.5","29.8","7.5","2.4","9.9",".169","2.7","-1.2","1.4","2.4","0","1","1","0","0"
"116","Boris Diaw","PF","33","SAS","76","4","18.2","2.7","5.0",".527","0.3","0.9",".362","2.3","4.1",".564",".560","0.7","1.0",".737","0.8","2.3","3.1","2.3","0.3","0.3","1.3","1.3","6.4","0","14.0",".582",".180",".198","4.9","13.9","9.6","18.4","1.0","1.2","18.9","17.0","1.6","2.2","3.8",".132","-0.1","1.4","1.2","1.1","0","0","0","1","1"
"117","Gorgui Dieng","C","26","MIN","82","39","27.1","3.8","7.1",".532","0.1","0.2",".300","3.7","6.8",".540",".537","2.5","3.0",".827","1.9","5.2","7.1","1.7","1.1","1.2","1.7","2.7","10.1","1","17.1",".601",".035",".428","8.3","22.1","15.3","10.1","2.1","3.5","16.9","16.7","3.4","2.5","5.9",".127","0.0","2.4","2.4","2.5","0","0","0","1","1"
"118","Spencer Dinwiddie","PG","22","DET","12","0","13.3","1.6","4.5",".352","0.1","0.8",".100","1.5","3.7",".409",".361","1.6","2.8",".576","0.3","1.1","1.4","1.8","0.3","0.0","0.6","1.7","4.8","0","8.9",".423",".185",".611","2.6","9.3","5.8","20.9","1.0","0.0","9.3","20.7","0.0","0.1","0.1",".028","-3.1","-2.0","-5.1","-0.1","1","0","0","0","0"
"119","Toney Douglas","PG","29","NOP","61","18","20.7","3.0","7.3",".411","1.3","3.3",".399","1.7","4.0",".421",".502","1.4","1.6",".848","0.4","1.9","2.3","2.6","1.1","0.1","1.0","2.1","8.7","0","14.7",".543",".456",".222","2.1","10.7","6.3","19.1","2.8","0.3","11.6","19.4","1.6","0.9","2.5",".094","1.4","-0.9","0.5","0.8","1","1","0","0","0"
"120","Goran Dragic","PG","29","MIA","72","72","32.8","5.8","12.2",".477","0.9","2.8",".312","4.9","9.3",".527",".513","1.7","2.3",".727","0.8","3.1","3.8","5.8","1.0","0.2","2.6","2.6","14.1","0","15.5",".537",".234",".189","2.7","10.4","6.6","28.7","1.5","0.6","16.3","21.9","2.4","2.3","4.7",".096","1.3","-0.6","0.7","1.6","1","1","0","0","0"
"121","Andre Drummond","C","22","DET","81","81","32.9","6.8","13.1",".521","0.0","0.1",".333","6.8","13.0",".522",".522","2.6","7.2",".355","4.9","9.9","14.8","0.8","1.5","1.4","1.9","3.0","16.2","0","21.2",".499",".006",".553","15.6","34.2","24.5","4.4","2.3","3.2","10.5","24.1","2.0","5.5","7.4",".133","-2.1","1.6","-0.5","1.0","0","0","0","1","1"
"122","Jared Dudley","PF","30","WAS","81","41","25.9","2.9","6.0",".478","1.2","2.9",".420","1.6","3.1",".534",".581","0.9","1.2",".735","0.7","2.9","3.5","2.1","0.9","0.2","1.0","2.3","7.9","0","11.7",".602",".489",".201","2.8","12.6","7.6","11.4","1.7","0.7","13.1","12.7","2.6","2.0","4.6",".105","0.3","0.6","1.0","1.6","0","1","1","0","0"
"123","Duje Dukan","SF","24","SAC","1","0","24.0","2.0","10.0",".200","2.0","5.0",".400","0.0","5.0",".000",".300","0.0","0.0",".000","2.0","2.0","4.0","1.0","1.0","0.0","0.0","2.0","6.0","0","4.2",".300",".500",".000","9.1","9.0","9.0","5.6","2.0","0.0","0.0","17.7","0.0","0.0","0.0","-0.057","-3.9","-2.8","-6.7","0.0","0","0","1","0","0"
"124","Tim Duncan","C","39","SAS","61","60","25.2","3.5","7.2",".488","0.0","0.0",".000","3.5","7.2",".490",".488","1.5","2.1",".702","1.9","5.4","7.3","2.7","0.8","1.3","1.5","2.0","8.6","0","16.9",".523",".005",".297","8.8","23.8","16.6","15.3","1.6","3.9","15.3","17.6","1.6","3.6","5.2",".163","-0.8","5.0","4.1","2.4","0","0","0","1","1"
"125","Mike Dunleavy","SF","35","CHI","31","30","22.7","2.5","6.1",".410","1.3","3.2",".394","1.2","2.9",".427",".513","0.9","1.2",".784","0.3","2.4","2.7","1.3","0.5","0.3","0.8","2.1","7.2","0","9.1",".543",".527",".197","1.2","11.0","6.2","8.1","1.0","1.0","11.3","14.4","0.4","0.5","0.9",".063","-1.2","-0.9","-2.1","0.0","0","1","1","0","0"
"126","Kevin Durant","SF","27","OKC","72","72","35.8","9.7","19.2",".505","2.6","6.7",".387","7.1","12.5",".569",".573","6.2","6.9",".898","0.6","7.6","8.2","5.0","1.0","1.2","3.5","1.9","28.2","1","28.2",".634",".348",".361","2.0","21.8","12.4","24.2","1.3","2.5","13.5","30.6","11.0","3.5","14.5",".270","7.0","0.9","7.9","6.4","0","0","1","1","0"
"127","Cleanthony Early","SF","24","NYK","17","2","9.1","0.7","2.4",".300","0.2","0.9",".267","0.5","1.5",".320",".350","0.2","0.2",".750","0.2","1.3","1.5","0.4","0.1","0.2","0.5","0.9","1.8","0","2.2",".371",".375",".100","2.9","15.4","9.2","5.7","0.7","1.5","17.7","14.9","-0.3","0.1","-0.2","-0.075","-7.1","-1.1","-8.2","-0.2","0","0","1","0","0"
"128","Jarell Eddie","SF","24","WAS","26","0","5.7","0.8","2.5",".308","0.6","1.8",".319","0.2","0.7",".278",".423","0.3","0.3","1.000","0.1","0.8","0.9","0.2","0.2","0.0","0.0","0.2","2.4","1","11.0",".460",".723",".123","1.5","16.3","8.8","5.0","1.7","0.6","1.4","20.7","0.0","0.1","0.1",".046","-1.5","-3.2","-4.7","-0.1","0","1","0","0","0"
"129","Wayne Ellington","SG","28","BRK","76","41","21.3","2.9","7.4",".389","1.3","3.5",".358","1.6","3.9",".416",".474","0.7","0.8",".857","0.3","2.0","2.3","1.1","0.6","0.1","0.6","1.1","7.7","0","10.1",".498",".478",".112","1.4","10.9","6.1","7.8","1.5","0.3","7.1","17.5","0.5","0.3","0.8",".025","-0.9","-2.3","-3.2","-0.5","0","1","0","0","0"
"130","Monta Ellis","SG","30","IND","81","81","33.8","5.4","12.6",".427","1.1","3.5",".309","4.3","9.1",".472",".470","2.0","2.5",".786","0.5","2.8","3.3","4.7","1.9","0.5","2.5","2.1","13.8","0","13.7",".504",".276",".202","1.7","9.1","5.4","22.2","2.7","1.1","15.4","21.2","0.4","3.9","4.3",".075","-0.6","0.9","0.3","1.6","1","1","0","0","0"
"131","James Ennis","SF","25","TOT","22","5","15.0","2.5","5.1",".478","1.2","2.6",".448","1.3","2.5",".509",".593","1.1","1.5",".735","1.0","1.0","1.9","1.0","0.7","0.2","0.9","1.3","7.2","0","17.8",".621",".513",".301","6.9","7.4","7.1","10.1","2.4","1.3","12.9","19.8","0.7","0.2","0.9",".133","3.4","-1.0","2.4","0.4","0","1","1","0","0"
"132","Tyler Ennis","PG","21","MIL","46","7","14.2","1.8","4.1",".449","0.3","0.8",".333","1.5","3.2",".480",".484","0.5","0.7",".735","0.3","1.3","1.6","2.1","0.5","0.0","1.0","1.4","4.5","1","10.7",".510",".209",".182","2.3","10.7","6.6","21.9","1.9","0.1","18.6","17.1","0.1","0.3","0.4",".030","-2.4","-2.3","-4.8","-0.5","1","0","0","0","0"
"133","Jeremy Evans","SF","28","DAL","30","2","8.4","0.9","1.6",".542","0.1","0.5",".250","0.7","1.1",".688",".583","0.5","0.7",".714","0.4","1.4","1.8","0.1","0.2","0.3","0.2","0.6","2.4","1","12.6",".620",".333",".438","4.8","18.8","11.8","1.2","1.2","3.0","10.9","11.7","0.3","0.3","0.6",".119","-2.8","0.2","-2.6","0.0","0","0","1","1","0"
