"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FGP","TH","THA","THP","TW","TWA","TWP","eFGP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","FOU","PTS","FA","PER","TSP","TPAr","FTr","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USGP","OWS","DWS","WS","WSPFE","OBPM","DBPM","BPM","VORP","PG","SG","SF","PF","C"
"37","Marco Belinelli","SG","30","CHO","12","0","25.8","3.3","8.1",".412","1.8","3.8",".478","1.5","4.3",".353",".526","1.3","1.4",".882","0.1","2.7","2.8","1.9","0.9","0.1","0.9","1.5","9.8","0","11.8",".560",".474",".175","0.3","10.8","5.6","11.4","1.7","0.3","9.5","16.5","0.2","0.4","0.6",".097","-0.5","-0.2","-0.7","0.1","0","1","1","0","0"
"38","DeAndre' Bembry","SF","22","ATL","4","0","3.3","0.5","1.5",".333","0.0","0.3",".000","0.5","1.3",".400",".333","0.0","0.0",".000","0.5","0.5","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0","8.1",".333",".167",".000","17.5","16.3","16.9","0.0","0.0","0.0","0.0","19.7","0.0","0.0","0.0",".009","-7.5","-6.6","-14.1","0.0","0","0","1","0","0"
"39","Dragan Bender","PF","19","PHO","10","0","9.6","1.3","3.1",".419","0.6","1.7",".353","0.7","1.4",".500",".516","0.0","0.1",".000","0.3","0.7","1.0","0.4","0.2","0.3","0.5","1.3","3.2","0","7.6",".509",".548",".032","3.2","8.2","5.6","6.1","1.0","2.5","13.7","15.8","0.0","0.0","0.0",".006","-2.3","-1.3","-3.5","0.0","0","0","0","1","0"
"40","Anthony Bennett","PF","23","BRK","8","0","11.4","1.8","4.8",".368","0.9","2.9",".304","0.9","1.9",".467",".461","1.3","1.9",".667","0.6","2.0","2.6","0.6","0.4","0.0","0.3","0.6","5.6","0","15.5",".504",".605",".395","5.7","18.6","12.1","8.6","1.5","0.0","4.3","21.7","0.1","0.0","0.2",".086","0.5","-3.0","-2.5","0.0","0","0","1","1","0"
"41","Davis Bertans","PF","24","SAS","10","0","10.0","0.8","2.4",".333","0.7","1.9",".368","0.1","0.5",".200",".479","0.1","0.2",".500","0.4","1.0","1.4","0.4","0.0","0.6","0.3","1.2","2.4","0","7.2",".482",".792",".083","4.5","11.3","7.9","5.7","0.0","5.2","10.8","12.9","0.0","0.1","0.1",".047","-1.4","0.9","-0.5","0.0","0","0","1","0","0"
"42","Patrick Beverley","PG","28","HOU","2","2","25.5","3.5","7.0",".500","1.0","2.0",".500","2.5","5.0",".500",".571","0.0","0.0",".000","0.5","1.0","1.5","4.5","1.5","1.5","1.0","2.5","8.0","0","16.9",".571",".286",".000","2.2","4.5","3.3","25.5","2.9","4.8","12.5","13.5","0.1","0.1","0.2",".165","0.4","0.1","0.5","0.0","1","1","0","0","0"
"43","Bismack Biyombo","C","24","ORL","12","0","22.8","1.8","4.0",".458","0.0","0.0",".000","1.8","4.0",".458",".458","1.4","2.8",".515","2.9","5.3","8.3","0.8","0.2","1.7","1.4","2.8","5.1","0","12.3",".488",".000",".688","13.3","25.5","19.2","5.7","0.4","5.5","21.4","13.1","0.0","0.4","0.4",".073","-4.8","2.9","-1.9","0.0","0","0","0","1","1"
"44","Nemanja Bjelica","PF","28","MIN","12","1","17.3","2.3","5.7",".397","1.2","3.3",".359","1.1","2.4",".448",".500","0.7","0.9",".727","0.6","3.2","3.8","1.1","0.6","0.4","1.0","2.7","6.3","0","10.8",".522",".574",".162","3.7","22.3","12.6","9.4","1.7","2.1","14.1","18.0","0.1","0.2","0.3",".066","-0.4","-0.6","-1.1","0.0","0","0","0","1","0"
"45","Tarik Black","C","25","LAL","14","0","14.1","2.1","3.8",".547","0.0","0.0",".000","2.1","3.8",".547",".547","1.1","1.4",".842","2.1","3.1","5.2","0.6","0.2","0.5","0.7","2.4","5.3","0","17.4",".603",".000",".358","16.4","24.8","20.6","6.5","0.7","2.9","14.0","15.4","0.5","0.2","0.7",".167","0.4","-0.2","0.2","0.1","0","0","0","1","1"
"46","Eric Bledsoe","PG","27","PHO","14","14","31.5","6.1","13.3",".457","0.9","3.4",".250","5.2","9.9",".529",".489","4.4","5.6",".782","1.0","4.5","5.5","5.0","1.1","0.0","3.0","3.3","17.4","0","17.2",".551",".258",".419","3.3","16.1","9.4","25.2","1.6","0.0","16.0","24.7","0.6","0.2","0.8",".085","1.7","-0.8","0.9","0.3","1","1","0","0","0"
"47","Bojan Bogdanovic","SF","27","BRK","13","13","27.6","5.2","11.0",".469","1.6","4.8",".333","3.5","6.2",".575",".542","2.8","3.2",".902","0.7","2.6","3.3","1.2","0.6","0.1","1.5","1.7","14.8","1","15.1",".596",".441",".287","2.6","10.0","6.3","6.9","1.0","0.2","10.6","21.2","0.6","0.0","0.6",".083","0.8","-2.8","-2.0","0.0","0","1","1","0","0"
"48","Andrew Bogut","C","32","DAL","10","10","25.6","1.9","4.6",".413","0.0","0.1",".000","1.9","4.5",".422",".413","0.0","0.4",".000","2.3","7.6","9.9","1.8","0.4","1.1","1.9","3.3","3.8","1","8.3",".398",".022",".087","9.5","36.2","21.9","11.5","0.8","4.0","28.5","12.3","-0.4","0.5","0.1",".021","-8.3","5.4","-2.9","-0.1","0","0","0","0","1"
"49","Joel Bolomboy","PF","23","UTA","5","0","2.2","0.2","0.2","1.000","0.0","0.0",".000","0.2","0.2","1.000","1.000","0.2","0.4",".500","0.0","1.0","1.0","0.2","0.2","0.4","0.2","0.2","0.6","0","26.6",".798",".000","2.000","0.0","50.7","26.0","14.0","4.8","14.6","34.7","12.5","0.0","0.1","0.1",".256","-4.4","14.4","10.0","0.0","0","0","0","1","0"
"50","Devin Booker","SG","20","PHO","13","13","33.0","7.0","16.9",".414","1.3","4.7",".279","5.7","12.2",".465",".452","3.8","4.6",".833","0.5","2.3","2.8","2.5","0.8","0.3","2.5","2.7","19.2","0","13.0",".505",".277",".273","1.4","7.9","4.5","12.6","1.2","0.7","11.8","27.1","0.0","0.1","0.1",".011","-1.2","-2.9","-4.2","-0.2","0","1","0","0","0"
"51","Trevor Booker","PF","29","BRK","13","13","26.2","4.0","7.5",".531","0.3","1.1",".286","3.7","6.5",".571",".551","1.5","1.8",".826","1.7","6.1","7.8","1.9","1.8","0.7","1.2","2.2","9.8","0","18.6",".587",".143",".235","6.7","24.5","15.6","11.5","3.3","2.0","12.2","15.3","0.6","0.4","1.1",".149","0.1","3.3","3.4","0.5","0","0","0","1","0"
"52","Avery Bradley","SG","26","BOS","13","13","35.9","7.2","15.5",".468","2.2","5.5",".403","5.0","9.9",".504",".540","1.2","1.7",".727","1.6","6.8","8.5","3.2","1.0","0.4","2.0","2.7","17.9","0","16.9",".553",".358",".109","4.8","20.4","12.6","15.3","1.4","0.8","11.0","22.5","0.6","0.4","1.0",".101","1.3","-0.4","0.9","0.3","1","1","0","0","0"
"53","Corey Brewer","SF","30","HOU","13","3","15.5","1.7","4.0",".423","0.2","1.6",".143","1.5","2.4",".613",".452","0.8","1.0",".769","0.7","1.5","2.2","1.2","0.5","0.2","0.7","1.8","4.4","0","8.9",".494",".404",".250","5.0","11.4","8.2","10.4","1.5","0.8","13.5","14.3","0.1","0.1","0.2",".055","-1.5","-1.1","-2.5","0.0","0","1","1","0","0"
"54","Malcolm Brogdon","SG","24","MIL","12","0","20.3","2.6","6.8",".378","0.5","1.8",".286","2.1","5.1",".410",".415","1.3","1.4",".882","0.3","2.3","2.6","2.7","1.0","0.1","1.3","1.3","6.9","0","10.9",".464",".256",".207","1.8","11.8","6.9","19.6","2.5","0.4","14.4","18.8","-0.1","0.2","0.2",".031","-2.2","-1.0","-3.2","-0.1","0","1","0","0","0"
"55","Aaron Brooks","PG","32","IND","11","0","15.5","2.5","6.1",".418","1.0","2.7",".367","1.5","3.4",".459",".500","0.5","0.7",".750","0.2","0.6","0.8","2.7","0.5","0.3","1.3","2.4","6.6","1","11.2",".518",".448",".119","1.3","4.5","2.9","26.6","1.4","1.5","16.6","21.7","0.0","0.1","0.1",".029","-0.8","-4.3","-5.1","-0.1","1","0","0","0","0"
"56","Bobby Brown","PG","32","HOU","6","0","3.7","0.2","2.0",".083","0.0","0.7",".000","0.2","1.3",".125",".083","0.0","0.0",".000","0.0","0.3","0.3","0.0","0.0","0.0","0.2","0.3","0.3","1","-19.5",".083",".333",".000","0.0","10.4","5.1","0.0","0.0","0.0","7.7","25.4","-0.2","0.0","-0.2","-0.502","-20.2","-8.2","-28.4","-0.1","1","1","0","0","0"
"57","Jaylen Brown","SF","20","BOS","13","3","16.7","2.6","5.7",".459","0.6","1.8",".348","2.0","3.9",".510",".514","1.2","1.8",".625","0.9","1.4","2.3","0.8","0.8","0.5","0.8","1.9","7.0","0","13.5",".538",".311",".324","5.9","8.9","7.4","7.3","2.3","2.2","11.5","19.6","0.2","0.2","0.3",".071","-1.1","-0.6","-1.7","0.0","0","0","1","0","0"
"58","Nicolas Brussino","SF","23","DAL","10","0","5.9","0.6","1.4",".429","0.4","0.9",".444","0.2","0.5",".400",".571","0.5","0.6",".833","0.2","0.8","1.0","0.4","0.3","0.1","0.5","0.1","2.1","0","15.1",".631",".643",".429","3.6","16.6","9.6","11.6","2.6","1.6","23.1","17.2","0.0","0.1","0.1",".108","-2.2","1.8","-0.4","0.0","0","1","1","0","0"
"59","Reggie Bullock","SF","25","DET","2","0","14.0","2.0","4.5",".444","1.0","2.5",".400","1.0","2.0",".500",".556","0.0","0.0",".000","0.5","1.0","1.5","0.5","0.5","1.0","0.5","0.0","5.0","1","15.5",".556",".556",".000","3.8","7.5","5.6","5.5","1.8","5.6","10.0","16.0","0.0","0.0","0.1",".105","-0.6","2.7","2.1","0.0","0","1","1","0","0"
"60","Trey Burke","PG","24","WAS","10","0","13.0","2.2","4.7",".468","0.3","0.6",".500","1.9","4.1",".463",".500","0.3","0.6",".500","0.1","0.6","0.7","1.2","0.2","0.1","0.7","0.7","5.0","1","10.1",".504",".128",".128","0.8","5.3","3.0","14.4","0.8","0.7","12.4","19.0","0.0","0.0","0.0",".003","-2.7","-3.6","-6.3","-0.1","1","0","0","0","0"
"61","Jimmy Butler","SF","27","CHI","14","14","35.3","7.6","16.1",".473","1.4","3.4",".417","6.2","12.7",".489",".518","8.4","9.5",".887","2.0","4.6","6.6","4.1","1.7","0.0","2.1","1.6","25.1","0","28.3",".619",".212",".588","6.0","13.7","9.8","19.5","2.5","0.0","9.5","27.3","2.5","0.6","3.1",".304","7.8","0.1","7.9","1.2","0","1","1","0","0"
"62","Jose Calderon","PG","35","LAL","6","1","8.8","1.0","2.2",".462","0.5","1.2",".429","0.5","1.0",".500",".577","0.3","0.3","1.000","0.3","1.0","1.3","1.0","0.2","0.0","1.2","0.5","2.8","1","8.5",".612",".538",".154","4.2","12.6","8.4","15.5","0.9","0.0","33.5","16.7","0.0","0.0","0.0","-0.011","-2.4","-2.3","-4.7","0.0","1","0","0","0","0"
"63","Kentavious Caldwell-Pope","SG","23","DET","14","14","33.0","4.6","12.1",".379","1.8","4.9",".362","2.8","7.1",".390",".453","1.9","2.4",".794","0.9","2.1","3.0","2.5","1.2","0.1","0.9","1.5","12.9","1","12.5",".489",".408",".201","3.0","6.6","4.8","11.6","1.9","0.2","6.1","19.0","0.3","0.5","0.8",".079","0.7","0.3","1.0","0.4","0","1","0","0","0"
"64","Isaiah Canaan","SG","25","CHI","14","0","19.1","2.5","5.6",".443","1.1","3.4",".340","1.4","2.3",".594",".544","1.2","1.4",".850","0.1","1.4","1.5","1.3","0.6","0.1","0.6","1.4","7.4","0","13.1",".587",".595",".253","0.4","7.9","4.2","10.0","1.7","0.3","8.4","15.4","0.5","0.2","0.8",".138","1.9","-1.2","0.7","0.2","1","0","0","0","0"
"65","Clint Capela","C","22","HOU","13","13","24.5","5.2","8.5",".604","0.0","0.0",".000","5.2","8.5",".604",".604","0.9","2.3",".400","2.5","6.0","8.5","0.9","0.5","1.8","1.5","2.6","11.2","0","19.9",".588",".000",".270","11.6","28.0","19.7","6.1","0.9","5.9","13.3","19.4","0.5","0.4","1.0",".145","-1.3","1.4","0.1","0.2","0","0","0","1","1"
"66","DeMarre Carroll","SF","30","TOR","11","11","25.6","2.9","7.4",".395","1.4","4.2",".326","1.5","3.2",".486",".488","1.3","1.6",".778","0.5","3.4","3.9","0.6","0.8","0.4","0.3","2.0","8.5","0","11.5",".523",".568",".222","2.3","14.7","8.4","3.5","1.6","1.2","3.3","14.4","0.3","0.2","0.5",".093","0.4","-0.8","-0.4","0.1","0","0","1","1","0"
"67","Vince Carter","SG","40","MEM","13","0","27.2","3.5","8.2",".434","1.5","4.5",".322","2.1","3.6",".574",".524","1.4","1.8",".783","0.7","3.4","4.1","1.8","0.8","0.5","0.7","2.6","9.9","1","13.5",".555",".557",".217","2.9","15.2","8.9","11.3","1.5","1.6","7.2","16.1","0.6","0.5","1.0",".137","1.2","1.3","2.5","0.4","0","1","1","0","0"
"68","Michael Carter-Williams","PG","25","CHI","3","0","15.0","1.3","5.0",".267","0.3","0.7",".500","1.0","4.3",".231",".300","1.0","1.3",".750","1.0","2.0","3.0","2.7","0.7","0.7","2.0","2.0","4.0","1","6.7",".358",".133",".267","7.0","14.1","10.6","24.7","2.3","3.5","26.4","21.7","-0.1","0.1","-0.1","-0.061","-6.0","2.6","-3.4","0.0","1","0","0","0","0"
"69","Omri Casspi","SF","28","SAC","6","1","15.3","2.0","4.8",".414","0.3","1.5",".222","1.7","3.3",".500",".448","0.0","0.0",".000","1.2","2.0","3.2","0.5","0.5","0.0","1.3","1.0","4.3","1","6.6",".448",".310",".000","9.0","15.2","12.1","5.3","1.7","0.0","21.6","18.2","-0.2","0.0","-0.1","-0.068","-4.5","-1.7","-6.2","-0.1","0","0","1","1","0"
"70","Willie Cauley-Stein","C","23","SAC","12","0","12.5","2.1","3.8",".556","0.0","0.0",".000","2.1","3.8",".556",".556","0.8","1.2",".643","0.8","1.1","1.8","0.3","0.4","0.5","0.8","2.6","4.9","0","11.6",".577",".000",".311","7.1","10.1","8.6","4.6","1.7","3.6","16.4","18.4","0.1","0.1","0.2",".056","-2.4","0.0","-2.4","0.0","0","0","0","1","1"
"71","Tyson Chandler","C","34","PHO","8","8","27.8","2.9","4.1",".697","0.0","0.0",".000","2.9","4.1",".697",".697","1.4","2.1",".647","2.1","10.1","12.3","0.5","0.5","0.5","1.4","3.3","7.1","0","13.5",".704",".000",".515","7.8","41.0","23.7","2.5","0.8","1.4","21.4","9.6","0.3","0.2","0.5",".117","-3.5","0.0","-3.5","-0.1","0","0","0","0","1"
"72","Wilson Chandler","SF","29","DEN","11","0","29.8","6.7","13.7",".490","1.2","3.7",".317","5.5","10.0",".555",".533","2.5","3.5",".711","1.4","5.8","7.2","1.5","0.5","0.2","1.6","2.4","17.1","0","17.5",".560",".272",".252","5.1","20.3","12.9","9.4","0.9","0.5","9.7","23.7","0.6","0.3","0.9",".127","0.9","-1.1","-0.2","0.1","0","1","1","0","0"
"73","Marquese Chriss","PF","19","PHO","14","7","14.9","2.3","5.4",".427","0.4","1.3",".278","1.9","4.1",".474",".460","0.7","1.4",".500","0.8","2.4","3.1","0.6","0.4","0.4","1.6","2.9","5.6","0","6.1",".471",".240",".267","5.4","17.8","11.3","5.7","1.3","2.3","21.5","21.2","-0.4","0.1","-0.3","-0.067","-6.0","-0.7","-6.7","-0.2","0","0","0","1","0"
"74","Rakeem Christmas","PF","25","IND","1","0","7.0","0.0","1.0",".000","0.0","0.0",".000","0.0","1.0",".000",".000","0.0","0.0",".000","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","-1.7",".000",".000",".000","0.0","15.7","7.9","17.3","0.0","0.0","0.0","6.3","0.0","0.0","0.0","-0.082","-8.9","-1.4","-10.3","0.0","0","0","0","1","0"
"75","Semaj Christon","PG","24","OKC","13","0","16.0","1.5","4.8",".323","0.2","0.8",".300","1.3","4.0",".327",".347","0.3","0.5",".571","0.3","1.2","1.5","2.6","0.4","0.1","0.8","1.3","3.6","0","5.9",".361",".161",".113","2.2","7.7","5.0","22.7","1.2","0.4","13.3","15.2","-0.2","0.2","0.0",".000","-5.5","-1.2","-6.6","-0.2","1","0","0","0","0"
"76","Ian Clark","SG","25","GSW","11","0","12.7","2.0","4.4",".458","0.6","2.0",".318","1.4","2.4",".577",".531","0.5","0.5",".833","0.1","1.1","1.2","0.8","0.5","0.2","0.5","1.0","5.1","1","11.4",".553",".458",".125","0.8","9.1","5.1","8.6","2.1","1.1","10.6","17.3","0.1","0.1","0.1",".051","-1.1","-2.5","-3.5","-0.1","1","1","0","0","0"
"77","Jordan Clarkson","SG","24","LAL","14","0","26.6","5.7","12.3",".465","1.2","3.2",".378","4.5","9.1",".496",".515","1.9","2.3",".813","0.6","2.0","2.6","2.1","1.6","0.2","2.3","2.1","14.5","0","15.3",".545",".262",".186","2.7","8.3","5.5","12.8","2.8","0.6","14.7","24.8","0.2","0.2","0.4",".056","-0.2","-1.5","-1.7","0.0","1","1","0","0","0"
"78","Darren Collison","PG","29","SAC","6","2","30.5","5.0","10.3",".484","0.5","2.0",".250","4.5","8.3",".540",".508","2.2","2.7",".813","0.5","1.8","2.3","5.7","1.3","0.0","2.2","1.8","12.7","1","16.2",".550",".194",".258","1.9","7.0","4.5","31.7","2.2","0.0","15.8","20.3","0.3","0.1","0.3",".085","1.0","-2.7","-1.7","0.0","1","0","0","0","0"
"79","Nick Collison","PF","36","OKC","5","0","4.4","0.0","0.4",".000","0.0","0.0",".000","0.0","0.4",".000",".000","0.0","0.0",".000","0.0","0.4","0.4","1.0","0.0","0.0","0.2","0.6","0.0","1","0.3",".000",".000",".000","0.0","9.7","5.0","27.8","0.0","0.0","33.3","5.7","0.0","0.0","0.0","-0.027","-9.3","-1.7","-11.0","0.0","0","0","0","1","1"
"80","Mike Conley","PG","29","MEM","12","12","32.3","5.7","12.8",".442","2.4","5.1",".475","3.3","7.8",".419",".536","4.5","5.1",".885","0.4","3.0","3.4","5.9","1.3","0.8","2.5","1.7","18.3","0","22.9",".606",".396",".396","1.5","11.3","6.2","34.3","2.1","2.2","14.2","24.7","1.2","0.5","1.7",".216","5.4","0.8","6.1","0.8","1","0","0","0","0"
"81","Pat Connaughton","SG","24","POR","6","0","5.8","0.3","0.7",".500","0.0","0.2",".000","0.3","0.5",".667",".500","0.3","0.5",".667","0.0","0.7","0.7","0.7","0.0","0.2","0.0","0.0","1.0","0","10.9",".564",".250",".750","0.0","12.1","6.1","15.4","0.0","2.2","0.0","6.7","0.1","0.0","0.1",".086","-2.3","-1.5","-3.8","0.0","0","1","1","0","0"
"82","DeMarcus Cousins","C","26","SAC","14","14","33.7","8.7","19.1",".457","1.2","3.7",".327","7.5","15.4",".488",".489","8.2","10.6",".772","2.4","7.3","9.6","3.5","1.1","0.9","2.8","4.1","26.9","0","27.2",".565",".195",".558","8.3","25.2","16.8","21.1","1.7","2.5","10.5","35.6","1.5","0.5","1.9",".198","5.4","0.5","5.9","0.9","0","0","0","1","1"
"83","Robert Covington","SF","26","PHI","13","13","26.9","2.2","8.4",".257","1.5","6.2",".247","0.6","2.2",".286",".349","1.4","1.8",".750","0.6","3.9","4.5","1.1","1.8","0.8","1.5","2.2","7.2","1","6.6",".393",".743",".220","2.6","15.8","9.3","5.9","3.2","2.2","13.7","17.5","-0.8","0.4","-0.4","-0.049","-4.0","1.5","-2.6","0.0","0","0","1","1","0"
"84","Allen Crabbe","SG","24","POR","15","1","29.3","3.5","7.6",".456","1.4","3.8",".368","2.1","3.8",".544",".548","1.2","1.5",".818","0.3","2.3","2.6","1.7","0.6","0.3","0.8","2.2","9.5","0","10.3",".578",".500",".193","1.0","8.5","4.8","8.4","1.0","0.7","8.8","13.5","0.5","0.0","0.5",".055","0.2","-1.7","-1.5","0.1","1","1","0","0","0"
"85","Jamal Crawford","SG","36","LAC","14","0","23.6","3.8","9.4",".402","1.2","3.7",".327","2.6","5.7",".450",".466","2.1","2.3",".906","0.1","1.4","1.6","2.1","0.9","0.1","1.1","1.2","10.9","0","13.4",".520",".394",".242","0.7","6.5","3.7","14.0","2.0","0.2","9.9","21.8","0.3","0.5","0.7",".106","0.3","-0.7","-0.4","0.1","0","1","1","0","0"
"86","Jae Crowder","SF","26","BOS","5","5","27.2","4.6","9.0",".511","2.0","4.6",".435","2.6","4.4",".591",".622","1.4","1.4","1.000","0.2","5.6","5.8","1.6","1.2","1.0","1.8","2.4","12.6","0","17.3",".655",".511",".156","0.8","22.1","11.4","9.5","2.2","2.9","15.8","18.6","0.2","0.2","0.4",".127","0.2","0.9","1.1","0.1","0","0","1","1","0"
"87","Dante Cunningham","SF","29","NOP","13","8","24.4","2.2","5.8",".373","1.2","2.9",".395","1.0","2.8",".351",".473","0.2","0.4",".400","0.9","3.1","4.0","0.5","0.7","0.5","0.7","1.8","5.6","1","7.1",".473",".507",".067","4.0","13.5","8.7","3.2","1.4","1.5","10.4","12.0","-0.1","0.2","0.1",".015","-3.6","0.4","-3.2","-0.1","0","0","1","1","0"
"88","Seth Curry","PG","26","DAL","12","4","27.0","3.6","9.1",".394","1.3","4.2",".320","2.3","4.9",".458",".468","0.5","0.8",".667","0.5","1.9","2.4","2.8","1.3","0.3","1.2","1.8","9.0","0","11.6",".478",".459",".083","2.0","8.7","5.1","19.0","2.4","0.9","11.0","18.4","0.0","0.4","0.3",".051","-1.9","0.8","-1.1","0.1","1","1","0","0","0"
"89","Stephen Curry","PG","28","GSW","13","13","33.5","8.8","18.3",".479","4.2","10.1",".412","4.6","8.2",".561",".592","4.7","5.2",".910","0.6","3.0","3.6","6.0","1.3","0.3","3.1","2.5","26.4","1","25.2",".641",".550",".282","2.1","9.5","6.0","28.0","1.9","0.7","13.0","30.3","1.7","0.2","1.9",".206","8.0","-3.6","4.4","0.7","1","1","0","0","0"
"90","Troy Daniels","SG","25","MEM","3","0","10.0","0.3","4.0",".083","0.0","3.0",".000","0.3","1.0",".333",".083","0.7","0.7","1.000","0.0","0.0","0.0","0.7","0.0","0.0","0.3","0.7","1.3","0","-10.1",".155",".750",".167","0.0","0.0","0.0","9.9","0.0","0.0","7.2","21.0","-0.2","0.0","-0.2","-0.303","-11.4","-6.5","-17.9","-0.1","1","1","0","0","0"
"91","Anthony Davis","PF","23","NOP","13","13","37.9","11.1","22.0",".503","0.5","2.2",".241","10.5","19.8",".533",".516","9.0","11.1",".813","1.7","9.8","11.5","2.1","1.9","3.0","2.5","2.2","31.7","0","31.0",".590",".101",".503","4.7","27.6","16.0","11.3","2.5","6.4","8.4","34.2","1.4","1.0","2.4",".233","2.9","2.8","5.7","0.9","0","0","0","1","1"
"92","Deyonta Davis","C","20","MEM","9","0","7.3","1.0","1.7",".600","0.0","0.0",".000","1.0","1.7",".600",".600","0.4","0.9",".500","0.6","1.3","1.9","0.0","0.2","0.3","0.2","1.2","2.4","0","14.3",".594",".000",".533","8.7","22.1","15.2","0.0","1.6","4.3","9.7","14.1","0.1","0.1","0.2",".153","-4.4","-0.6","-5.0","0.0","0","0","0","1","0"
"93","Ed Davis","PF","27","POR","15","2","15.0","0.9","2.4",".389","0.0","0.0",".000","0.9","2.4",".389",".389","0.8","1.5",".545","1.7","3.1","4.7","0.6","0.3","0.5","0.8","3.2","2.7","0","7.2",".438",".000",".611","12.0","21.7","16.9","5.4","1.1","2.7","20.8","11.2","0.0","0.2","0.1",".031","-4.3","0.9","-3.4","-0.1","0","0","0","1","1"
"94","Dewayne Dedmon","C","27","SAS","11","0","13.1","1.5","3.3",".444","0.0","0.0",".000","1.5","3.3",".444",".444","0.9","1.3",".714","1.8","3.1","4.9","0.2","0.5","1.4","0.5","2.5","3.8","1","16.8",".498",".000",".389","15.8","26.8","21.3","2.1","2.1","9.0","12.5","15.4","0.2","0.3","0.5",".167","-3.0","4.3","1.4","0.1","0","0","0","0","1"
"95","Sam Dekker","SF","22","HOU","13","0","16.3","2.2","4.2",".527","0.8","1.8",".417","1.5","2.4",".613",".618","0.2","0.5",".500","0.8","2.5","3.4","0.9","0.5","0.2","0.5","1.4","5.5","0","14.0",".616",".436",".109","5.8","17.8","11.7","8.2","1.4","1.2","10.8","13.1","0.4","0.2","0.6",".126","0.9","-0.6","0.3","0.1","0","0","1","0","0"
"96","Malcolm Delaney","PG","27","ATL","13","0","17.2","2.0","5.5",".361","0.4","1.5",".263","1.6","4.1",".396",".396","1.2","1.3",".941","0.2","1.9","2.2","3.8","0.4","0.0","1.6","1.2","5.6","0","9.7",".459",".264",".236","1.5","11.9","6.9","31.1","1.1","0.0","20.9","19.2","-0.1","0.3","0.3",".055","-3.8","-0.4","-4.3","-0.1","0","1","0","0","0"
"97","Matthew Dellavedova","PG","26","MIL","12","12","29.2","3.0","7.4",".404","0.8","2.5",".333","2.2","4.9",".441",".461","0.8","1.0",".833","0.4","2.9","3.3","6.2","1.0","0.1","2.0","1.8","7.7","0","11.3",".488",".337",".135","1.6","10.7","6.2","30.3","1.7","0.2","20.3","14.8","0.1","0.2","0.4",".052","-1.2","-1.9","-3.1","-0.1","1","1","0","0","0"
"98","Luol Deng","SF","31","LAL","14","14","24.6","2.3","7.0",".327","0.9","2.7",".342","1.4","4.3",".317",".393","1.1","1.4",".842","1.4","4.2","5.6","1.4","0.6","0.2","0.8","1.3","6.6","0","9.3",".437",".388",".194","6.1","19.0","12.6","7.7","1.3","0.7","9.4","14.5","0.0","0.2","0.2",".031","-2.1","-0.5","-2.5","0.0","0","0","1","1","0"
"99","DeMar DeRozan","SG","27","TOR","13","13","37.0","11.4","23.3",".488","0.5","1.9",".240","10.9","21.4",".511",".498","8.2","10.1",".809","1.1","4.2","5.3","3.5","1.5","0.0","2.8","2.2","31.4","0","27.0",".566",".083",".432","3.1","12.8","7.9","18.5","2.0","0.0","9.3","36.5","1.5","0.3","1.9",".185","4.1","-2.3","1.8","0.5","0","1","1","0","0"
"100","Cheick Diallo","PF","20","NOP","1","0","6.0","0.0","2.0",".000","0.0","0.0",".000","0.0","2.0",".000",".000","0.0","0.0",".000","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0.0",".000",".000",".000","17.5","0.0","8.8","0.0","0.0","13.5","0.0","14.7","0.0","0.0","0.0","-0.232","-13.8","2.5","-11.3","0.0","0","0","0","1","0"
"101","Boris Diaw","PF","34","UTA","6","4","19.8","0.8","3.5",".238","0.2","1.3",".125","0.7","2.2",".308",".262","0.3","0.3","1.000","0.7","1.2","1.8","0.7","0.2","0.0","1.3","2.2","2.2","0","-2.6",".297",".381",".095","4.0","6.6","5.3","4.8","0.4","0.0","26.8","12.0","-0.3","0.1","-0.3","-0.113","-7.1","-0.4","-7.5","-0.2","0","0","0","1","1"
"102","Gorgui Dieng","PF","27","MIN","12","12","30.9","3.8","7.4",".517","0.0","0.3",".000","3.8","7.1",".541",".517","1.6","2.1",".760","2.5","6.2","8.7","2.4","0.9","1.3","2.0","3.4","9.3","0","14.4",".555",".045",".281","9.0","24.3","16.3","11.7","1.5","3.5","19.4","14.7","0.4","0.4","0.8",".101","-0.4","2.3","1.9","0.4","0","0","0","1","1"
"103","Goran Dragic","PG","30","MIA","9","9","32.4","6.0","13.4",".446","1.9","4.0",".472","4.1","9.4",".435",".517","3.0","3.9",".771","0.9","3.1","4.0","5.7","1.0","0.2","3.1","2.4","16.9","0","17.4",".557",".298",".289","2.8","10.3","6.5","29.9","1.6","0.5","17.0","24.7","0.4","0.4","0.8",".125","2.5","-0.1","2.4","0.3","1","1","0","0","0"
